Wavelength,AREF_Mean,AREF_1,AREF_2,AREF_3,AREF_4,AREF_5,AREF_6,AREF_7,AREF_8,AREF_9,AREF_10,AREF_11,AREF_12,AREF_13,AREF_14,AREF_15,AREF_16,AREF_17,AREF_18,AREF_19,AREF_20,AREF_21,AREF_22,AREF_23,AREF_24,RREF_Mean,RREF_1,RREF_2,RREF_3,RREF_4,RREF_5,RREF_6,RREF_7,RREF_8,RREF_9,RREF_10,RREF_11,RREF_12,RREF_13,RREF_14,RREF_15,RREF_16,RREF_17
1.001,0.23626813437500002,0.10416967,0.14750972,0.17085142,0.39059061,0.29624689,0.18617372,0.44152257,0.40855429,0.05479357,0.062461015,0.57869679,0.41970935,0.17688401,0.17261508,0.19738308,0.16208081,0.18643725,0.20531331,0.22520489,0.14626724,0.21512866,0.20861062,0.11175624,0.40147442,,,,,,,,,,,,,,,,,,
1.002,0.23574423845833334,0.10366252,0.14683323,0.17006685,0.38983536,0.29560125,0.1852126,0.44120467,0.40777984,0.05468145,0.062240083,0.57852733,0.41917789,0.17631884,0.17198797,0.19689348,0.16181161,0.18605646,0.20488657,0.22472861,0.14580868,0.21470121,0.20803481,0.1112579,0.40055251,,,,,,,,,,,,,,,,,,
1.003,0.23523694466666667,0.10317043,0.14617077,0.16934262,0.38913015,0.29496032,0.18422459,0.44093782,0.40707168,0.054616161,0.062059011,0.57835215,0.4185912,0.17572336,0.17134115,0.19631316,0.16152704,0.18569997,0.20450337,0.22430915,0.14536689,0.21433754,0.20747432,0.1107821,0.39968172,,,,,,,,,,,,,,,,,,
1.0039999,0.23472710333333333,0.1026869,0.14552401,0.16868971,0.38847098,0.2943249,0.18322378,0.44068843,0.40638369,0.054501422,0.061901018,0.57803416,0.41791338,0.17503558,0.17067769,0.19562021,0.16122413,0.18535021,0.20414774,0.2239524,0.14495078,0.21403567,0.20693707,0.11031849,0.39885813,,,,,,,,,,,,,,,,,,
1.005,0.234251929625,0.10220611,0.14489499,0.1681132,0.38785362,0.29369578,0.18222737,0.44042042,0.40568399,0.054327738,0.061747763,0.57781339,0.41739517,0.17445877,0.17000392,0.1951306,0.16090189,0.18499008,0.20380378,0.22365966,0.1445687,0.2137893,0.20642979,0.10985607,0.39807421,,,,,,,,,,,,,,,,,,
1.006,0.2337815012083333,0.10172462,0.14428645,0.16761224,0.38727489,0.29307401,0.18125434,0.44010094,0.40493834,0.054121606,0.061582703,0.57760864,0.41684791,0.17385463,0.16932842,0.19461386,0.16056167,0.18460532,0.20345792,0.22342782,0.14422718,0.21358916,0.20595723,0.10938511,0.39732102,,,,,,,,,,,,,,,,,,
1.007,0.2333081500416667,0.10124204,0.14370134,0.16717981,0.38673237,0.29246077,0.18032321,0.43970478,0.40416542,0.053949438,0.061393663,0.57735622,0.41621065,0.17321168,0.16866015,0.19399866,0.16020702,0.18418601,0.20310034,0.22324948,0.14392921,0.21342424,0.20552097,0.10889834,0.39658979,,,,,,,,,,,,,,,,,,
1.008,0.23283751895833335,0.10076109,0.1431421,0.16680332,0.386224,0.29185691,0.17945017,0.43921727,0.40330353,0.053717412,0.061174303,0.57705778,0.41559193,0.17264403,0.1680073,0.19340029,0.15984325,0.18372734,0.20272523,0.2231134,0.14367299,0.21328276,0.20511898,0.10839173,0.39587334,,,,,,,,,,,,,,,,,,
1.0089999,0.2324260922916667,0.10028765,0.14261071,0.16646565,0.38574773,0.29126346,0.17864838,0.4386369,0.4026354,0.053858072,0.060925003,0.57687235,0.41512379,0.17225888,0.16737732,0.19308682,0.15947747,0.18323055,0.20233114,0.22300495,0.14345111,0.21315332,0.20474599,0.10786559,0.39516798,,,,,,,,,,,,,,,,,,
1.01,0.23203227562500006,0.099829234,0.14210746,0.16614647,0.38529977,0.29068089,0.17792611,0.43797499,0.40204027,0.054023363,0.060652178,0.57674897,0.41473722,0.17187534,0.16677631,0.19284232,0.15911761,0.18270238,0.2019196,0.22290652,0.14325006,0.21302541,0.20439385,0.10732438,0.39447391,,,,,,,,,,,,,,,,,,
1.011,0.23156618483333333,0.099393792,0.14163095,0.1658247,0.38487396,0.29010975,0.17728692,0.4372544,0.40106389,0.053898361,0.060366843,0.57623553,0.41408065,0.17125811,0.16620994,0.1923141,0.15877184,0.18215461,0.20149393,0.22279878,0.143051,0.21289019,0.20405328,0.10677679,0.39379612,,,,,,,,,,,,,,,,,,
1.012,0.23115512945833327,0.098987684,0.14117762,0.16548087,0.3844609,0.2895503,0.17672946,0.43650597,0.40043992,0.053815987,0.060082156,0.57587141,0.41365361,0.17087103,0.1656836,0.1919771,0.15844764,0.18160219,0.20105752,0.22266197,0.14283136,0.21274078,0.20371561,0.10623477,0.39314365,,,,,,,,,,,,,,,,,,
1.013,0.23071318095833335,0.098614,0.14074172,0.16509941,0.38404787,0.28900245,0.17624767,0.43576345,0.39967865,0.053596407,0.059810776,0.57560378,0.41301215,0.17025539,0.16520223,0.19138485,0.15815057,0.18106107,0.20061232,0.22247766,0.1425675,0.21257217,0.2033744,0.10571191,0.39252794,,,,,,,,,,,,,,,,,,
1.0140001,0.230242785875,0.098271973,0.14031625,0.1646709,0.38362059,0.2884661,0.17583199,0.43505853,0.3988314,0.053246245,0.059562873,0.57517749,0.41227168,0.16948926,0.16476981,0.19059239,0.15788367,0.1805461,0.20015876,0.22223118,0.14223872,0.21238121,0.20302708,0.10522204,0.39196062,,,,,,,,,,,,,,,,,,
1.015,0.22975941454166668,0.097957306,0.13989396,0.16419244,0.38316533,0.28794116,0.17547065,0.43441617,0.39798206,0.052660219,0.059345044,0.57475299,0.41152966,0.16850397,0.16438815,0.18980132,0.15764703,0.18006897,0.19969638,0.22191329,0.14183067,0.21216607,0.20267531,0.10477722,0.39145058,,,,,,,,,,,,,,,,,,
1.016,0.2293235648333333,0.097663231,0.13946848,0.16366704,0.38267142,0.28742746,0.17515071,0.43385163,0.39724183,0.052248348,0.059160337,0.57444656,0.41087028,0.16779307,0.16405541,0.18925335,0.15743788,0.1796369,0.19922502,0.22152114,0.14133778,0.21192567,0.20232421,0.10438634,0.39100146,,,,,,,,,,,,,,,,,,
1.017,0.228966414625,0.097382195,0.13903569,0.16310279,0.38213357,0.28692517,0.17485915,0.43336996,0.39657876,0.052231397,0.059009179,0.57442087,0.41049978,0.16752315,0.16376573,0.1889753,0.15725121,0.17925274,0.19874674,0.22105891,0.14076521,0.21165979,0.20198154,0.10405448,0.39061064,,,,,,,,,,,,,,,,,,
1.018,0.22862160066666667,0.097106904,0.13859414,0.16251081,0.38155279,0.28643453,0.17458327,0.43296599,0.39594254,0.05226361,0.058890082,0.57446772,0.41021553,0.16719593,0.16350894,0.18868396,0.15708049,0.1789149,0.19826643,0.22053675,0.14012815,0.21136878,0.20165578,0.10378197,0.39026842,,,,,,,,,,,,,,,,,,
1.0190001,0.228279313375,0.096831508,0.13814557,0.16190392,0.38093665,0.28595608,0.17431134,0.43262628,0.39550051,0.052286573,0.0588006,0.57443482,0.40989721,0.16675666,0.16327198,0.18836057,0.15691879,0.17861857,0.19779241,0.21996959,0.13945082,0.21105425,0.2013547,0.10356464,0.38995948,,,,,,,,,,,,,,,,,,
1.02,0.22793961220833336,0.096551962,0.13769449,0.1612947,0.38029793,0.28549036,0.17403291,0.4323315,0.39513561,0.052299537,0.058737744,0.57424897,0.40949661,0.16640334,0.16304092,0.18804176,0.15675987,0.17835681,0.19733553,0.21937467,0.13876314,0.21071945,0.20108379,0.10339411,0.38966498,,,,,,,,,,,,,,,,,,
1.021,0.22758813229166663,0.09626592,0.13724728,0.160694,0.37965205,0.28503782,0.17373914,0.43205971,0.39463165,0.052241605,0.05869827,0.57384223,0.40899488,0.16625069,0.16280326,0.18762442,0.15659904,0.17812194,0.19690746,0.21876854,0.13809662,0.2103695,0.20084511,0.10325872,0.38936532,,,,,,,,,,,,,,,,,,
1.022,0.227241630375,0.095972665,0.13681139,0.16011058,0.37901527,0.28459877,0.1734232,0.43178919,0.39401314,0.052161995,0.058678769,0.57348722,0.40854731,0.16614369,0.16255012,0.18715248,0.15643385,0.17790683,0.19651933,0.21816519,0.13748108,0.21001191,0.20063703,0.10314497,0.38904315,,,,,,,,,,,,,,,,,,
1.023,0.22691035899999998,0.095672429,0.1363938,0.15955026,0.37840188,0.28417316,0.17308049,0.43150088,0.39335191,0.052119173,0.058675524,0.57323784,0.40819916,0.16585366,0.16227713,0.18686351,0.15626407,0.17770539,0.19617946,0.21757381,0.13694093,0.20965604,0.20045429,0.10303868,0.38868514,,,,,,,,,,,,,,,,,,
1.024,0.22656889541666672,0.095366247,0.13600026,0.15901667,0.37782314,0.28376076,0.17270908,0.43118018,0.39274386,0.051997393,0.05868452,0.57288831,0.40770268,0.16532716,0.16198486,0.18666761,0.15609157,0.17751303,0.19589242,0.21699843,0.1364935,0.20931293,0.20028882,0.10292648,0.38828358,,,,,,,,,,,,,,,,,,
1.025,0.22629643975000005,0.095055625,0.13563445,0.1585117,0.37728631,0.28336117,0.17230982,0.43081748,0.39240119,0.051996198,0.058701441,0.57284325,0.40742615,0.16524948,0.16167782,0.18659377,0.15591969,0.17732632,0.19565822,0.21643785,0.1361482,0.20899449,0.2001307,0.1027968,0.38783643,,,,,,,,,,,,,,,,,,
1.026,0.22605391958333332,0.09474235,0.13529712,0.15803598,0.37679422,0.28297362,0.17188649,0.43040851,0.39218715,0.052110866,0.058721624,0.57278711,0.40731636,0.16538686,0.16136314,0.18645509,0.15575239,0.17714243,0.19547166,0.21588592,0.13590595,0.2087125,0.19996923,0.1026407,0.3873468,,,,,,,,,,,,,,,,,,
1.027,0.2257672993333334,0.09442886,0.13498579,0.15758999,0.37634549,0.28259751,0.17144656,0.42995495,0.39186493,0.052035011,0.058740173,0.5724656,0.40710056,0.16516241,0.1610489,0.18613341,0.15559363,0.17695855,0.19532233,0.21533345,0.13575913,0.20847742,0.19979453,0.10245303,0.38682297,,,,,,,,,,,,,,,,,,
1.028,0.22549038604166668,0.094118021,0.13469434,0.15717427,0.37593475,0.28223205,0.17100069,0.42946357,0.39136529,0.051940534,0.05875225,0.57230556,0.40686408,0.1649165,0.16074158,0.18598692,0.15544604,0.17677096,0.19519532,0.21476965,0.13569237,0.20829636,0.19959909,0.10223291,0.38627616,,,,,,,,,,,,,,,,,,
1.029,0.22519346966666662,0.093813553,0.13441394,0.15679041,0.37555414,0.28187662,0.17056224,0.42894557,0.39076126,0.051742353,0.058753386,0.57218212,0.40648323,0.16451061,0.1604441,0.185727,0.15531027,0.17657462,0.19507316,0.21418567,0.1356848,0.20817153,0.1993797,0.10198402,0.38571897,,,,,,,,,,,,,,,,,,
1.03,0.22486749733333333,0.093519799,0.13413434,0.15644062,0.37519464,0.28153089,0.1701456,0.42841488,0.39005944,0.051420044,0.058739893,0.57196295,0.40605694,0.16396576,0.1601546,0.18518899,0.15518449,0.17636311,0.19493869,0.21357742,0.13571276,0.20809884,0.19913846,0.10171374,0.38516304,,,,,,,,,,,,,,,,,,
1.031,0.22452520120833333,0.093241386,0.13384593,0.15612702,0.37484741,0.28119451,0.16976383,0.42788625,0.38935462,0.051071409,0.058709044,0.57161206,0.40554798,0.16332458,0.15986697,0.18453999,0.15506476,0.17612934,0.19477825,0.21294755,0.13575308,0.20806776,0.19888271,0.10143136,0.38461703,,,,,,,,,,,,,,,,,,
1.0319999,0.22417412074999998,0.092982948,0.13354209,0.15585093,0.37450507,0.28086761,0.16942705,0.42737412,0.38880849,0.050656449,0.058659051,0.57120943,0.40497038,0.16252717,0.15957329,0.18381622,0.15494603,0.17586699,0.19458398,0.21230656,0.13578561,0.2080628,0.19862393,0.10114618,0.38408652,,,,,,,,,,,,,,,,,,
1.033,0.2238734905416667,0.092748336,0.13322042,0.15561131,0.3741616,0.28055048,0.16914055,0.42689151,0.38848111,0.050419904,0.058588933,0.57092279,0.40457693,0.16199453,0.15926628,0.18329328,0.15482317,0.17557186,0.19435485,0.21167116,0.13579451,0.20806549,0.19837555,0.10086539,0.38357383,,,,,,,,,,,,,,,,,,
1.034,0.22364959425000006,0.092540272,0.1328838,0.15540421,0.37381223,0.28024375,0.16890459,0.42645007,0.38830465,0.050509896,0.058498394,0.5707854,0.40442348,0.16191921,0.15894221,0.18322434,0.15469207,0.17524342,0.19409628,0.21106251,0.13576849,0.20805714,0.19815096,0.10059321,0.38307968,,,,,,,,,,,,,,,,,,
1.035,0.22344661299999993,0.092359789,0.13253999,0.15522242,0.37345305,0.27994823,0.16871481,0.42606026,0.38802159,0.050642174,0.058387689,0.57076335,0.40433916,0.16193733,0.15860227,0.18335237,0.15454994,0.17488559,0.1938183,0.21050271,0.13570049,0.20802154,0.19796111,0.10033043,0.38260412,,,,,,,,,,,,,,,,,,
1.036,0.22325896308333334,0.092206001,0.13220036,0.15505584,0.37308028,0.27966473,0.16856359,0.42573124,0.38761851,0.050731122,0.058257591,0.5709359,0.40438712,0.16199939,0.15825254,0.18351591,0.15439533,0.17450659,0.19353265,0.21001096,0.13558681,0.20794755,0.19781256,0.10007493,0.38214761,,,,,,,,,,,,,,,,,,
1.0369999,0.2230756768333333,0.092076249,0.13187821,0.15489274,0.37269059,0.27939403,0.16844237,0.42547143,0.38732612,0.050827429,0.058109544,0.57104683,0.40443119,0.16206351,0.15790312,0.1835674,0.15422751,0.17411852,0.19324979,0.20960051,0.1354264,0.20783108,0.19770643,0.099823132,0.38171211,,,,,,,,,,,,,,,,,,
1.038,0.2228602541666667,0.091966227,0.131586,0.15472136,0.37228078,0.27913663,0.16834362,0.42528796,0.38720906,0.050824597,0.05794562,0.57082915,0.4042159,0.16191751,0.15756541,0.18337779,0.1540457,0.17373531,0.19297583,0.20927565,0.13522002,0.20767586,0.19763769,0.099571496,0.38130093,,,,,,,,,,,,,,,,,,
1.039,0.2226380959583334,0.091870636,0.13133325,0.15453164,0.37184894,0.27889287,0.16826287,0.42518631,0.38706326,0.050711423,0.057768673,0.57060218,0.4039619,0.16167501,0.15724982,0.18309814,0.15384829,0.17337103,0.19271111,0.20903105,0.13497011,0.20749304,0.19759564,0.099318311,0.3809188,,,,,,,,,,,,,,,,,,
1.04,0.22244563045833332,0.09178368,0.13112466,0.15431674,0.37139523,0.27866292,0.16819927,0.42516929,0.38692546,0.0507062,0.057582155,0.57052594,0.40384415,0.16145372,0.1569636,0.18288861,0.15363249,0.17303747,0.19245017,0.20885241,0.13468069,0.20729938,0.19756517,0.099064656,0.38057107,,,,,,,,,,,,,,,,,,
1.041,0.22225177641666663,0.091699637,0.13095914,0.15407367,0.3709228,0.27844661,0.16815504,0.42523584,0.38678497,0.050781958,0.057389792,0.57036501,0.40360689,0.1611478,0.15670972,0.18264686,0.15339461,0.17274226,0.19218369,0.20871915,0.13435759,0.20711417,0.19752839,0.098814517,0.38026252,,,,,,,,,,,,,,,,,,
1.0420001,0.22208912783333334,0.091613412,0.1308303,0.15380356,0.37043878,0.27824387,0.16813372,0.42538011,0.38659671,0.050815742,0.057195283,0.57036018,0.40344983,0.16108561,0.15648742,0.18257232,0.15313098,0.17248812,0.19190207,0.20860839,0.13400885,0.20695575,0.19746694,0.098574191,0.37999693,,,,,,,,,,,,,,,,,,
1.043,0.22196531087500002,0.091520779,0.13072766,0.15351081,0.36995447,0.27805462,0.16813768,0.42559084,0.38644889,0.050782982,0.057001766,0.57053268,0.40352365,0.1612528,0.15629363,0.18265079,0.15283924,0.1722728,0.19159903,0.20849915,0.13364464,0.20683789,0.19736387,0.098350734,0.37977606,,,,,,,,,,,,,,,,,,
1.044,0.22182216354166662,0.091418505,0.1306385,0.15320192,0.36948454,0.27787882,0.16816589,0.42585164,0.38631403,0.050710808,0.056811325,0.57064676,0.40348968,0.16120239,0.15612467,0.1825338,0.15251949,0.17208989,0.1912746,0.20837612,0.13327651,0.20676723,0.19720538,0.098150127,0.3795993,,,,,,,,,,,,,,,,,,
1.045,0.22168925395833336,0.091304429,0.13055009,0.15288448,0.36904624,0.27771646,0.16821234,0.42614198,0.38624644,0.050798792,0.056624874,0.57071763,0.40341118,0.16110465,0.1559782,0.18244877,0.15217553,0.17193104,0.19093674,0.20823196,0.13291654,0.20674184,0.19698219,0.09797588,0.37946382,,,,,,,,,,,,,,,,,,
1.046,0.2215379211666667,0.09117727,0.13045165,0.15256585,0.36865655,0.27756757,0.16826591,0.4264394,0.38606799,0.050699193,0.056441918,0.57070488,0.40328321,0.1609222,0.155854,0.18233275,0.15181474,0.17178787,0.19060025,0.20806752,0.13257523,0.20675151,0.19668999,0.097827867,0.37936479,,,,,,,,,,,,,,,,,,
1.0470001,0.221374862125,0.091036662,0.13033581,0.15225285,0.36833036,0.27743208,0.16831154,0.42672199,0.38583836,0.050399501,0.056260884,0.57071918,0.40312132,0.16068001,0.15575397,0.18215734,0.15144803,0.17165445,0.1902841,0.20789051,0.13225999,0.20677958,0.19632973,0.097702414,0.37929603,,,,,,,,,,,,,,,,,,
1.048,0.22122424375000002,0.090883039,0.13019936,0.15195155,0.36807778,0.27730998,0.16833277,0.42697123,0.38565683,0.050187368,0.056079429,0.57074732,0.4030357,0.16042317,0.15568131,0.18197729,0.15108845,0.17152871,0.19000733,0.20771235,0.13197371,0.20680603,0.19590724,0.097593024,0.37925088,,,,,,,,,,,,,,,,,,
1.049,0.22106868479166664,0.090717636,0.13004316,0.15166749,0.3679024,0.277201,0.1683147,0.42717436,0.38544306,0.050006945,0.055894859,0.57069325,0.40295097,0.16010737,0.15563898,0.18172796,0.15074953,0.17141321,0.18978456,0.20754455,0.13171406,0.20681104,0.19543248,0.097491905,0.37922296,,,,,,,,,,,,,,,,,,
1.05,0.2209357447083333,0.090542682,0.1298717,0.15140662,0.3678008,0.27710509,0.16824697,0.4273257,0.38526407,0.04987561,0.055704776,0.57072866,0.40290198,0.15993664,0.15562844,0.18157013,0.150444,0.17131452,0.18962303,0.20739536,0.1314746,0.20677844,0.19491923,0.097392045,0.37920678,,,,,,,,,,,,,,,,,,
1.051,0.2208653262916667,0.090361357,0.12969179,0.15117562,0.36776295,0.27702206,0.16812578,0.42742687,0.3852281,0.049953219,0.055507366,0.57098222,0.40307519,0.16009153,0.15564878,0.1816873,0.15018187,0.17124154,0.18952097,0.2072674,0.13124651,0.20669824,0.19438384,0.097288959,0.37919837,,,,,,,,,,,,,,,,,,
1.052,0.22082568154166662,0.090178035,0.12951162,0.15098272,0.36777404,0.27695197,0.16795491,0.42748564,0.38527137,0.050153043,0.055301905,0.57123315,0.40339354,0.16038029,0.15569657,0.18193708,0.14996974,0.17120321,0.18946859,0.20715705,0.13102147,0.206568,0.19384484,0.097182244,0.37919533,,,,,,,,,,,,,,,,,,
1.053,0.22078575504166667,0.089998126,0.12933934,0.15083766,0.36781716,0.27689496,0.16774519,0.42751381,0.38537595,0.050342254,0.055089023,0.57134944,0.40365052,0.16064574,0.15576637,0.18218893,0.14980993,0.17120604,0.18945053,0.20705523,0.13079441,0.20639269,0.19332176,0.097076148,0.37919691,,,,,,,,,,,,,,,,,,
1.054,0.22074321500000002,0.089827761,0.12918201,0.15075137,0.36787617,0.27685121,0.16751283,0.42752489,0.3854931,0.050490603,0.054870855,0.57146281,0.40383759,0.16081764,0.15585189,0.18236984,0.1497003,0.17125218,0.18944949,0.20694977,0.13056521,0.20618299,0.19283368,0.096979231,0.37920374,,,,,,,,,,,,,,,,,,
1.0549999,0.22067720562499996,0.089673482,0.12904508,0.15073527,0.36793807,0.27682114,0.16727729,0.42753163,0.38545412,0.05048288,0.054651428,0.57159549,0.40393203,0.16080354,0.15594697,0.18230227,0.14963447,0.17133857,0.18944968,0.2068285,0.13033935,0.20595308,0.19239803,0.096903175,0.37921739,,,,,,,,,,,,,,,,,,
1.056,0.22061681358333332,0.08954142,0.12893191,0.15079999,0.36799514,0.2768051,0.1670583,0.42754427,0.38540208,0.050387781,0.054436591,0.57176816,0.40399998,0.16076337,0.15604658,0.1821689,0.14960201,0.17145738,0.18943946,0.20668229,0.1301263,0.2057174,0.19202839,0.096860714,0.37924001,,,,,,,,,,,,,,,,,,
1.057,0.22059696725,0.08943665,0.12884389,0.15095384,0.36804524,0.27680337,0.16687378,0.42756993,0.38549307,0.050382897,0.054234203,0.57198745,0.4041473,0.16078706,0.15614723,0.18221928,0.14958927,0.17159745,0.18941236,0.20650765,0.12993698,0.205488,0.19173296,0.096863404,0.37927395,,,,,,,,,,,,,,,,,,
1.058,0.22056714383333328,0.089362457,0.12878074,0.15120123,0.36809161,0.27681619,0.1667379,0.42761272,0.38553113,0.050266445,0.054053787,0.57213014,0.40417013,0.16067383,0.15624681,0.18212874,0.14958021,0.17174645,0.18936662,0.2063082,0.12978035,0.20527212,0.19151281,0.096919343,0.37932149,,,,,,,,,,,,,,,,,,
1.059,0.2205550851249999,0.089319818,0.12874101,0.15154134,0.36814135,0.27684358,0.16666001,0.4276748,0.38553831,0.050200365,0.053905874,0.57217449,0.40416524,0.16065402,0.15634441,0.18205969,0.14955778,0.17189299,0.18930365,0.20609461,0.1296604,0.20507091,0.19136114,0.097031616,0.37938464,,,,,,,,,,,,,,,,,,
1.0599999,0.2205940874583333,0.089307323,0.12872271,0.15196696,0.36820343,0.27688545,0.16664463,0.42775789,0.3856273,0.050290622,0.053801171,0.57226747,0.40427539,0.16076164,0.15643956,0.18228298,0.14950573,0.17202803,0.18922593,0.20588349,0.12957473,0.2048794,0.19126363,0.097197533,0.3794651,,,,,,,,,,,,,,,,,,
1.061,0.22065652104166666,0.089321397,0.1287239,0.15246452,0.36828667,0.27694148,0.16669187,0.42786479,0.38583618,0.050327763,0.053749118,0.57242328,0.40448737,0.16083851,0.1565319,0.18250625,0.1494105,0.17214547,0.18913506,0.20569478,0.12951477,0.20468755,0.19119978,0.097409107,0.37956449,,,,,,,,,,,,,,,,,,
1.062,0.22074495308333333,0.089356951,0.12874316,0.15301438,0.36839777,0.27701125,0.1667985,0.42800027,0.3861551,0.050441895,0.053756535,0.57259446,0.4047586,0.16098791,0.15662089,0.18272194,0.14926337,0.17224164,0.18903081,0.20554882,0.12946786,0.20448254,0.19114567,0.097654283,0.37968427,,,,,,,,,,,,,,,,,,
1.063,0.2208264748333334,0.089408256,0.12877984,0.15359242,0.3685399,0.27709413,0.16695909,0.42817166,0.38636047,0.050481781,0.053826202,0.57277435,0.40492523,0.16108684,0.1567059,0.18288434,0.14906213,0.17231445,0.18891095,0.20546308,0.12942047,0.20425148,0.19107734,0.097919047,0.37982604,,,,,,,,,,,,,,,,,,
1.064,0.22089286329166669,0.089469969,0.12883429,0.15417288,0.36871225,0.27718964,0.16716737,0.4283883,0.38645628,0.050385717,0.053955972,0.57296073,0.40499088,0.16118145,0.15678652,0.1828787,0.14881189,0.17236251,0.18877216,0.20544934,0.12936139,0.20398442,0.19097452,0.098189831,0.37999171,,,,,,,,,,,,,,,,,,
1.0650001,0.22095865783333335,0.089537933,0.12890761,0.15473087,0.36890996,0.2772972,0.16741686,0.42866018,0.38655946,0.05027226,0.054138418,0.57312524,0.40505818,0.16133441,0.15686278,0.18273851,0.14852504,0.17238481,0.18861179,0.205512,0.12928413,0.20367713,0.19082415,0.098455407,0.38018346,,,,,,,,,,,,,,,,,,
1.066,0.2210240935833333,0.089609832,0.12900139,0.15524593,0.36912498,0.27741632,0.16770166,0.42899632,0.38668001,0.050172403,0.054361291,0.57323706,0.40515521,0.16138025,0.15693559,0.18262631,0.14821993,0.17238133,0.18842973,0.20564729,0.12918752,0.20333298,0.19062282,0.09870851,0.38040358,,,,,,,,,,,,,,,,,,
1.067,0.22111211129166666,0.089685403,0.12911737,0.15570498,0.36934766,0.27754673,0.16801667,0.42940277,0.38688067,0.050170552,0.054608855,0.57339698,0.40535939,0.1613645,0.15700676,0.18271762,0.14791824,0.17235434,0.18822996,0.20584407,0.12907481,0.20296349,0.19037777,0.098946571,0.38065451,,,,,,,,,,,,,,,,,,
1.068,0.22124608266666668,0.089766234,0.12925674,0.15610363,0.3695682,0.27768812,0.16835746,0.42988056,0.3872267,0.050337847,0.05486346,0.5736925,0.40571779,0.16155653,0.15707888,0.18299624,0.1476423,0.17230995,0.1880216,0.2060854,0.12895155,0.2025882,0.19010656,0.099171363,0.38093817,,,,,,,,,,,,,,,,,,
1.069,0.22140170520833333,0.089855313,0.12941983,0.15644692,0.36977869,0.27784041,0.16872059,0.43042484,0.38762408,0.050525714,0.055107787,0.57402259,0.4061141,0.16191113,0.15715505,0.18331932,0.14741153,0.17225915,0.18781863,0.20635118,0.12882295,0.20223242,0.18983445,0.099388361,0.38125589,,,,,,,,,,,,,,,,,,
1.0700001,0.22155723091666665,0.089956276,0.1296055,0.15674736,0.36997476,0.27800348,0.16910322,0.43102443,0.38798258,0.050648957,0.055326544,0.57431179,0.4064559,0.16220927,0.15723836,0.18364692,0.14724009,0.17221786,0.18763882,0.20662071,0.12869214,0.20192461,0.18959118,0.099605165,0.38160762,,,,,,,,,,,,,,,,,,
1.071,0.22173477699999997,0.090072609,0.12981091,0.15702216,0.37015682,0.27817744,0.16950347,0.43166262,0.38838178,0.050769128,0.055508085,0.57468659,0.40685126,0.16253561,0.15733144,0.18396747,0.14713496,0.17220528,0.18750136,0.20687537,0.12855946,0.20169272,0.18940632,0.099830076,0.38199171,,,,,,,,,,,,,,,,,,
1.072,0.2219166029166667,0.090207011,0.13003165,0.15728919,0.37033078,0.27836236,0.16992052,0.43231925,0.38882941,0.050783955,0.055645354,0.57503188,0.40721911,0.16284028,0.15743615,0.18412696,0.14709552,0.17224093,0.18742396,0.20710063,0.12842318,0.20156035,0.18930461,0.10007069,0.38240474,,,,,,,,,,,,,,,,,,
1.073,0.22209566729166663,0.090360694,0.13026176,0.15756282,0.37050766,0.27855843,0.17035432,0.43297297,0.38916874,0.050693177,0.055735964,0.57532895,0.40752155,0.16304162,0.15755337,0.18421094,0.14711438,0.17234075,0.18741988,0.20728703,0.12828137,0.20154367,0.18930209,0.10033244,0.38284144,,,,,,,,,,,,,,,,,,
1.074,0.22229062641666666,0.090533279,0.1304947,0.157851,0.37070274,0.27876589,0.17080566,0.43360457,0.38944659,0.050649829,0.055781946,0.57564867,0.40780565,0.16319177,0.15768325,0.18429168,0.14717937,0.17251344,0.18749531,0.20743053,0.12813362,0.20164898,0.18940327,0.10061799,0.3832953,,,,,,,,,,,,,,,,,,
1.075,0.2224925255,0.090722628,0.13072392,0.15815367,0.37093347,0.27898508,0.17127499,0.43419969,0.38976422,0.050583333,0.055788811,0.57586449,0.4080582,0.16325116,0.1578255,0.18433878,0.14727588,0.17275749,0.18764764,0.20753174,0.12798266,0.20187172,0.18960017,0.10092647,0.3837589,,,,,,,,,,,,,,,,,,
1.076,0.2227409685416667,0.090925142,0.13094403,0.15846358,0.37121701,0.27921626,0.17176171,0.434751,0.39010325,0.050632015,0.055764548,0.57614034,0.40845439,0.16351162,0.15797995,0.18462519,0.14738967,0.17306018,0.18786523,0.20759468,0.12783438,0.20219702,0.18987334,0.10125361,0.3842251,,,,,,,,,,,,,,,,,,
1.077,0.22302028829166667,0.091136374,0.13115184,0.15876894,0.3715679,0.27945986,0.17226326,0.43526003,0.39053905,0.05078176,0.055718485,0.57644445,0.40885672,0.16393279,0.15814742,0.18502268,0.1475092,0.17339894,0.1881285,0.20762527,0.12769687,0.2026017,0.19019464,0.10159219,0.38468805,,,,,,,,,,,,,,,,,,
1.0779999,0.2232963176666667,0.091351442,0.13134699,0.15905687,0.37199527,0.2797161,0.17277397,0.4357366,0.3910535,0.050906502,0.05566036,0.57667345,0.40918082,0.16431917,0.15833005,0.18535329,0.14762717,0.17374438,0.18841244,0.20762971,0.12757851,0.20305721,0.19053118,0.10193276,0.38514388,,,,,,,,,,,,,,,,,,
