Wavelength,AREF_Mean,AREF_1,AREF_2,AREF_3,AREF_4,AREF_5,AREF_6,AREF_7,AREF_8,AREF_9,AREF_10,AREF_11,AREF_12,AREF_13,AREF_14,AREF_15,AREF_16,AREF_17,AREF_18,AREF_19,AREF_20,AREF_21,AREF_22,AREF_23,AREF_24,RREF_Mean,RREF_1,RREF_2,RREF_3,RREF_4,RREF_5,RREF_6,RREF_7,RREF_8,RREF_9,RREF_10,RREF_11,RREF_12,RREF_13,RREF_14,RREF_15,RREF_16,RREF_17
1.473,0.4130528133333334,0.31981227,0.38971874,0.41843525,0.57527399,0.50286829,0.43707609,0.62878323,0.65322334,0.20219591,0.2188144,0.68661988,0.57095146,0.37177765,0.36723235,0.36709273,0.23558901,0.37469837,0.33423334,0.39245722,0.24369735,0.30041292,0.32390305,0.36056703,0.63783365,0.39135372428571424,0.34746727,0.4154309,0.4328565,0.58003074,0.71089262,0.4774794,,0.63784438,0.2637684,,0.24548043,0.37816456,0.30858946,0.24029864,0.19654174,0.2441071,
1.474,0.4139613712500001,0.321183,0.39106154,0.41955993,0.5756132,0.50392979,0.4381856,0.62948745,0.65428323,0.20362929,0.2204002,0.68684512,0.57136685,0.37256503,0.36789274,0.36779681,0.2358969,0.37575033,0.33494309,0.39356211,0.24471936,0.30137655,0.32458478,0.36190081,0.6385392,0.39221028928571433,0.34928662,0.41621789,0.43372738,0.58069044,0.7114585,0.47817993,,0.63835567,0.26523522,,0.24598372,0.37902805,0.30943695,0.24117087,0.19714335,0.24502946,
1.475,0.41486281708333334,0.3225444,0.39241064,0.420614,0.57601947,0.50499296,0.4393003,0.6301797,0.65533894,0.20506038,0.22199713,0.68706465,0.57178086,0.37334719,0.36852482,0.3684943,0.23618664,0.37679616,0.33567423,0.39465803,0.24564771,0.30234465,0.32526055,0.36323774,0.63923216,0.39307301642857145,0.35112035,0.41700277,0.43459675,0.58134925,0.71202171,0.47888729,,0.6388644,0.26675022,,0.24649344,0.3798922,0.31028581,0.24205096,0.19775057,0.24595651,
1.476,0.41574821166666664,0.32389626,0.39377013,0.42160183,0.57651627,0.50605834,0.44041976,0.63084841,0.65629292,0.20635928,0.22360796,0.68726951,0.57221103,0.37409315,0.36914063,0.36916056,0.23648871,0.37782988,0.33642581,0.39572099,0.2464885,0.3033025,0.32592964,0.36458874,0.63993627,0.39394161857142856,0.35296184,0.4177852,0.43546435,0.58200711,0.71258211,0.47960255,,0.63937068,0.26831633,,0.24700934,0.38075668,0.31113592,0.24293794,0.19836454,0.24688807,
1.477,0.416633155,0.32524025,0.39514413,0.42254144,0.5771147,0.50712669,0.44154224,0.63148588,0.65723348,0.20765013,0.2252363,0.68747598,0.57264382,0.37483528,0.36975411,0.36983109,0.23683083,0.37884942,0.33719519,0.39673167,0.24725731,0.30424076,0.32659256,0.36596394,0.64067852,0.3948156028571429,0.35480154,0.4185653,0.43633026,0.58266413,0.71314001,0.48032659,,0.63987464,0.26993304,,0.24753143,0.38162151,0.31198755,0.24383125,0.19898683,0.24782436,
1.478,0.41755340791666673,0.32657966,0.39653558,0.42346093,0.57781172,0.50819826,0.44266358,0.63208777,0.65827614,0.20914544,0.22688289,0.68777496,0.57318878,0.37568715,0.37037846,0.37062678,0.2372326,0.37985566,0.33797911,0.39767814,0.24797541,0.30515385,0.32725096,0.36737132,0.64148664,0.3956936678571429,0.35662735,0.41934299,0.43719429,0.5833202,0.71369529,0.48105955,,0.64037639,0.27159438,,0.2480596,0.38248646,0.3128407,0.24473016,0.19961876,0.24876523,
1.479,0.41848386916666663,0.32792071,0.39794624,0.42439392,0.57859159,0.50927293,0.44377828,0.63265228,0.65932637,0.21065481,0.22854443,0.68808657,0.57374364,0.37654817,0.37102416,0.37142408,0.2377023,0.38085249,0.33877519,0.39855817,0.24866661,0.30603814,0.32790852,0.36881706,0.6423862,0.3965740928571429,0.35842732,0.42011818,0.43805614,0.58397514,0.71424794,0.48180091,,0.64087588,0.27328962,,0.24859375,0.3833513,0.31369525,0.245634,0.20026135,0.24971052,
1.48,0.4193923329166666,0.32927299,0.39937723,0.42537349,0.57942861,0.51035106,0.44488117,0.63317943,0.66025418,0.21200648,0.23021311,0.68831789,0.57413238,0.37728235,0.37169796,0.37208185,0.23823661,0.38184601,0.33958325,0.39938021,0.24935418,0.30689043,0.32857099,0.3703059,0.64339823,0.39745530285714287,0.36019233,0.42089105,0.43891576,0.584629,0.71479803,0.48254985,,0.64137316,0.27500507,,0.2491339,0.3842161,0.3145515,0.24654266,0.2009155,0.25066033,
1.4809999,0.42031035499999986,0.33064756,0.40082741,0.42642558,0.58029073,0.51143217,0.44596806,0.63367015,0.66117179,0.21334438,0.23187567,0.68853664,0.57449895,0.37800652,0.37240148,0.37273756,0.23882277,0.38284245,0.34040424,0.40016124,0.2500577,0.30770561,0.32924548,0.37183973,0.64453465,0.3983353807142857,0.36191595,0.4216615,0.4397727,0.58528137,0.71534532,0.4833048,,0.64186805,0.27672476,,0.24967976,0.38508061,0.31540927,0.24745563,0.20158125,0.25161436,
1.482,0.42126323041666663,0.33205694,0.40229464,0.42756554,0.58114535,0.51251644,0.44703868,0.63412696,0.66221339,0.2148108,0.23351668,0.68876159,0.57492208,0.37885436,0.37313229,0.37347984,0.23944399,0.38384789,0.34124032,0.40092516,0.25079212,0.3084774,0.32994002,0.37341869,0.64579636,0.3992131171428571,0.36359683,0.42242971,0.44062692,0.58593214,0.71588987,0.48406434,,0.64236063,0.2784344,,0.25023106,0.38594493,0.31626874,0.24837287,0.20225845,0.25257275,
1.483,0.42222837791666673,0.3335118,0.4037745,0.42879525,0.5819636,0.51360357,0.44809705,0.63455397,0.66326284,0.21628447,0.23511973,0.68897539,0.57534873,0.3797096,0.37388465,0.37421551,0.24008501,0.38486642,0.34209281,0.40169844,0.25156668,0.30919895,0.33066216,0.37503934,0.6471706,0.40008745,0.36523724,0.42319563,0.44147813,0.58658111,0.71643132,0.48482662,,0.64285058,0.28012216,,0.25078726,0.3868089,0.31712982,0.24929395,0.20294628,0.2535353,
1.484,0.42318243875000006,0.33501944,0.4052611,0.43010399,0.58272499,0.51469308,0.44915238,0.63495767,0.664217,0.21766731,0.23667116,0.68912137,0.57570326,0.38047856,0.37465119,0.37485611,0.24073744,0.38590014,0.34296113,0.40250686,0.25238538,0.30986515,0.3314178,0.37669504,0.64863098,0.4009579200000001,0.36684352,0.42395914,0.44232601,0.58722782,0.71696961,0.48559001,,0.64333773,0.28178099,,0.25134748,0.38767239,0.3179923,0.25021833,0.20364361,0.25450194,
1.485,0.4241394704166667,0.33658269,0.40674815,0.431472,0.58342057,0.51578504,0.45021862,0.63534719,0.66514719,0.2190295,0.23816325,0.68925512,0.57603335,0.38122714,0.37542501,0.37547424,0.24140295,0.3869496,0.34384248,0.40337253,0.25324804,0.31047568,0.3322103,0.3783766,0.65014005,0.4018249757142857,0.36842585,0.42472035,0.4431707,0.58787233,0.71750468,0.48635328,,0.64382195,0.28340948,,0.25191104,0.38853559,0.31885633,0.25114566,0.20434949,0.25547293,
1.4859999,0.4251237183333334,0.33819753,0.40822867,0.43287385,0.58405328,0.51687872,0.45131147,0.63573331,0.66620177,0.22055928,0.23959464,0.68944257,0.57636797,0.38205779,0.37620023,0.37616956,0.24209227,0.38801375,0.3447313,0.40431109,0.25415072,0.3110365,0.33303908,0.38007149,0.6516524,0.40268914,0.36999637,0.42547905,0.44401199,0.58851421,0.71803623,0.48711514,,0.6443029,0.28500974,,0.25247681,0.38939819,0.31972155,0.25207499,0.20506264,0.25644815,
1.487,0.4261190333333333,0.33985469,0.40969735,0.43428472,0.584638,0.51797384,0.45244658,0.63612783,0.66728604,0.22212125,0.24097233,0.68965065,0.57672232,0.38291112,0.3769736,0.3768926,0.24282235,0.38909209,0.34562129,0.40533146,0.25508749,0.31156152,0.3338998,0.38176635,0.65312153,0.40355177785714286,0.37156993,0.42623532,0.44485015,0.58915335,0.71856451,0.48787498,,0.64478052,0.28658751,,0.2530441,0.39026043,0.32058799,0.25300586,0.20578228,0.25742796,
1.488,0.42709055625000003,0.34153908,0.41115043,0.435684,0.58519822,0.51906973,0.45363525,0.63654137,0.66822565,0.22352993,0.2423095,0.68981659,0.57699305,0.38363317,0.37774387,0.37750888,0.2436102,0.39018473,0.34650624,0.40643516,0.25605044,0.3120718,0.33478418,0.38344681,0.65450507,0.40441409499999986,0.37316167,0.42698893,0.44568521,0.58978969,0.71908927,0.48863217,,0.64525449,0.28814861,,0.2536121,0.39112225,0.32145539,0.25393757,0.20650753,0.25841245,
1.489,0.42805845833333334,0.34323224,0.41258696,0.43705845,0.58576232,0.52016562,0.45488223,0.63698149,0.66912508,0.22490588,0.24362412,0.68997455,0.57723182,0.38432583,0.37851179,0.37809807,0.2444672,0.39129353,0.34738249,0.40761742,0.25703067,0.31259331,0.3356812,0.38509953,0.6557712,0.4188980686666667,0.3747862,0.42773977,0.44651729,0.59042293,0.71961069,0.48938638,0.60958892,0.64572459,0.28969812,,0.25418025,0.3919836,0.32232344,0.25486952,0.20723774,0.25940159,
1.49,0.42904410499999995,0.34491494,0.41400978,0.43840393,0.58635914,0.52126116,0.4561848,0.63745183,0.67009681,0.22642159,0.24493662,0.69013995,0.5775038,0.38506192,0.37927961,0.37872678,0.24539493,0.39242253,0.34825063,0.40886897,0.25801921,0.31315377,0.33657905,0.38671386,0.65690291,0.419725414,0.37645668,0.42848796,0.44734693,0.59105325,0.72012889,0.49013782,0.60988343,0.6461907,0.29123998,,0.25474852,0.39284477,0.32319215,0.25580171,0.20797262,0.2603958,
1.4910001,0.43003598291666667,0.34656852,0.41542417,0.43972301,0.58701283,0.5223555,0.45753181,0.63795066,0.67109513,0.22797643,0.24626602,0.6902886,0.57778203,0.38579935,0.38004977,0.37935773,0.24638288,0.39357647,0.34911525,0.4101764,0.25900668,0.31377777,0.33746663,0.38828123,0.65789872,0.42055827999999995,0.37818176,0.42923334,0.44817421,0.59168059,0.72064406,0.49088669,0.61022007,0.64665264,0.29277596,,0.25531697,0.39370573,0.32406127,0.25673398,0.20871186,0.26139507,
1.492,0.43102160500000003,0.34817737,0.41683757,0.44102257,0.58773905,0.52344817,0.45890597,0.6384716,0.67201924,0.22945738,0.24762788,0.69041157,0.57802528,0.38651195,0.38082445,0.37998956,0.24741015,0.39475977,0.34998479,0.41152361,0.25998399,0.31448257,0.33833575,0.38979629,0.65877199,0.42139685799999993,0.37996483,0.4299759,0.44899935,0.592305,0.72115624,0.49163345,0.61059642,0.64711028,0.29430732,,0.25588593,0.39456651,0.32493064,0.25766638,0.20945527,0.26239935,
1.493,0.4320042008333332,0.34973109,0.41825885,0.44231081,0.58854276,0.52453905,0.46028721,0.63900495,0.67290264,0.23089096,0.24903269,0.69052434,0.57825595,0.38720331,0.38160494,0.38061675,0.24845009,0.3959752,0.35086977,0.41289303,0.26094332,0.31527516,0.33918303,0.39125717,0.65954775,0.4222412053333333,0.38180384,0.43071583,0.44982269,0.59292668,0.72166574,0.49237886,0.611009,0.6475637,0.29583669,,0.25645602,0.39542738,0.32580045,0.25859937,0.21020296,0.26340887,
1.494,0.4330055941666667,0.35122398,0.41969568,0.44359267,0.58941644,0.52562779,0.46165469,0.63953871,0.67390192,0.23247276,0.25048363,0.69065672,0.57854015,0.3879565,0.38239047,0.38128278,0.24947509,0.39722121,0.35177955,0.41426528,0.26187745,0.31615019,0.34000972,0.39266396,0.66025692,0.42309069066666677,0.3836897,0.43145299,0.45064417,0.59354568,0.72217268,0.49312362,0.61145312,0.64801288,0.29736802,,0.25702766,0.39628822,0.3266705,0.25953293,0.21095482,0.26442337,
1.495,0.4340140483333333,0.3526566,0.42115423,0.44486916,0.59034199,0.5267148,0.46299103,0.64006132,0.67495716,0.23413028,0.25197777,0.69080263,0.5788486,0.38874176,0.3831782,0.3819702,0.25046304,0.39849198,0.35271999,0.41562086,0.26278099,0.31709161,0.3408218,0.39401975,0.66093141,0.42394486533333325,0.38560915,0.43218762,0.45146394,0.59416223,0.72267741,0.49386874,0.61192387,0.648458,0.29890871,,0.25760147,0.39714921,0.32754108,0.26046753,0.21171105,0.26544297,
1.4960001,0.43499562916666673,0.35403401,0.42263705,0.44613588,0.59129232,0.52780032,0.46428308,0.64056253,0.67593491,0.23566735,0.25350571,0.69088626,0.57912749,0.38940835,0.38396215,0.38257015,0.25140044,0.39977619,0.35369039,0.41694012,0.26364979,0.31807476,0.34162784,0.39532909,0.66159892,0.42480288066666666,0.38754478,0.43291965,0.4522818,0.59477651,0.72318,0.49461487,0.61241609,0.64889902,0.30046818,,0.25817767,0.39801025,0.32841223,0.2614032,0.21247157,0.26646739,
1.497,0.43596001125,0.35536513,0.42414284,0.44738504,0.5922358,0.52888495,0.46552294,0.64103484,0.67687535,0.23715016,0.25505352,0.69096011,0.57941288,0.39004329,0.38473314,0.38314414,0.25228453,0.40105793,0.35468203,0.41820467,0.26448101,0.31907153,0.34243679,0.39659828,0.66227937,0.4256638833333334,0.38947788,0.43364906,0.45309749,0.59538847,0.72368056,0.49536267,0.61292481,0.6493361,0.30205739,,0.25875631,0.39887118,0.32928398,0.26233983,0.21323611,0.26749641,
1.498,0.4369211170833333,0.35666201,0.42566723,0.44860864,0.59314066,0.52996981,0.46670786,0.6414746,0.67785221,0.23871996,0.25660563,0.69103962,0.57972407,0.39075649,0.38547936,0.3837747,0.25312245,0.40231904,0.35567874,0.41939956,0.26527342,0.32005575,0.34325555,0.39783567,0.66298378,0.42652734000000003,0.39139128,0.434376,0.45391098,0.59599835,0.72417933,0.49611282,0.6134457,0.64976931,0.30368802,,0.2593374,0.39973208,0.33015665,0.26327759,0.21400455,0.26853004,
1.499,0.4378656808333334,0.35793731,0.42720222,0.44980037,0.59397876,0.53105563,0.46783805,0.64188117,0.67884701,0.24033058,0.25814602,0.69110727,0.58002824,0.39149499,0.38618669,0.38441968,0.25392762,0.40354013,0.35665777,0.42051366,0.2660265,0.32100683,0.34408638,0.39905006,0.6637134,0.4273923773333334,0.3932696,0.43510026,0.45472187,0.59660602,0.72467631,0.49686548,0.61397481,0.65019864,0.30536929,,0.25992054,0.40059265,0.33103007,0.26421601,0.21477617,0.26956794,
1.5,0.4387807416666667,0.3592045,0.42873919,0.45095941,0.59472954,0.53214341,0.46891627,0.64225745,0.67976713,0.2418742,0.25966215,0.69118893,0.58033818,0.39220989,0.38684091,0.38505426,0.25471649,0.40470418,0.35759392,0.42154241,0.26674122,0.32191381,0.34492651,0.40025151,0.66446233,0.42825860600000004,0.39510235,0.43582195,0.45553011,0.59721166,0.72517174,0.49762097,0.61450905,0.65062422,0.30710828,,0.26050544,0.40145299,0.33190453,0.26515508,0.21555051,0.27061021,
1.501,0.4396653716666667,0.3604759,0.43026909,0.45209038,0.5953818,0.53323388,0.46994588,0.64260882,0.68062288,0.24335837,0.26114583,0.69128442,0.58065528,0.3928996,0.38742948,0.3856838,0.25550371,0.40579787,0.35846326,0.42248783,0.26741925,0.32277498,0.34576774,0.4014495,0.66521937,0.42912539,0.39688328,0.43654102,0.45633548,0.59781528,0.72566551,0.49837899,0.61504579,0.65104592,0.30890751,,0.26109159,0.40231284,0.33277985,0.26609436,0.21632668,0.27165675,
1.502,0.4405410354166668,0.36176252,0.4317846,0.45320335,0.59593457,0.53432703,0.47093073,0.64294243,0.68154567,0.24497429,0.26259518,0.69140124,0.58100563,0.39365274,0.38794398,0.38637787,0.25629938,0.40681362,0.35924807,0.42335927,0.26806355,0.32359675,0.34659845,0.40265247,0.66597146,0.42999216666666656,0.39861107,0.43725732,0.45713782,0.59841669,0.72615749,0.49913895,0.61558306,0.65146381,0.31076521,,0.2616784,0.40317211,0.33365592,0.2670334,0.21710385,0.2727074,
1.503,0.4414061645833333,0.36307415,0.43328175,0.45431235,0.59639651,0.53542298,0.47187573,0.64326662,0.6825369,0.24669708,0.26401547,0.6915186,0.58137822,0.39445239,0.38838264,0.38711387,0.25710744,0.40775093,0.35994095,0.424173,0.26867881,0.32439089,0.34740639,0.40386754,0.66670674,0.43085878800000005,0.40028977,0.43797103,0.4579373,0.59901619,0.72664779,0.49990031,0.6161195,0.65187806,0.31267625,,0.26226556,0.40403092,0.3345328,0.26797223,0.21788159,0.27376252,
1.5039999,0.44223845958333335,0.36441818,0.43475905,0.45543173,0.59678388,0.53652078,0.47278672,0.64358968,0.68348318,0.24829617,0.26541701,0.69162571,0.58173555,0.39518148,0.38875109,0.38776839,0.25792491,0.40861562,0.36054653,0.42494982,0.26927105,0.32517019,0.34818071,0.40509909,0.66741651,0.43172472066666656,0.40192679,0.43868205,0.45873371,0.59961349,0.72713602,0.50066185,0.6166538,0.65228856,0.31463125,,0.26285252,0.40488899,0.33541009,0.26891047,0.21865925,0.27482197,
1.505,0.44304951374999996,0.36580038,0.43621826,0.45657441,0.59711826,0.53761977,0.47367221,0.64391923,0.68439317,0.24980953,0.26681462,0.69173652,0.58208853,0.39587298,0.38906261,0.38837141,0.25874373,0.40942004,0.36108214,0.42571345,0.26984838,0.32594585,0.34891507,0.40634999,0.66809779,0.4325899880000001,0.40353337,0.43939063,0.45952728,0.60020876,0.72762215,0.50142258,0.61718541,0.65269554,0.3166194,,0.26343894,0.40574652,0.33628792,0.26984844,0.21943682,0.27588606,
1.506,0.4438568533333333,0.36722383,0.43766209,0.45774877,0.59742373,0.53871846,0.47454283,0.6442607,0.6853646,0.25143477,0.26822352,0.69179618,0.58237696,0.39654949,0.38933665,0.38897854,0.25955224,0.41018102,0.36157516,0.42648673,0.27042025,0.32672504,0.34960845,0.4076212,0.66875327,0.4334543933333333,0.40512228,0.44009671,0.46031791,0.60080183,0.7281059,0.50218117,0.61771375,0.65309924,0.3186281,,0.26402438,0.4066034,0.33716598,0.27078623,0.22021425,0.27695477,
1.507,0.4446652554166666,0.36868888,0.43909308,0.4589577,0.59772444,0.5398156,0.47541168,0.6446172,0.68639511,0.25315124,0.26965693,0.69180363,0.58259773,0.39719847,0.38959607,0.38957521,0.26033771,0.41091853,0.362059,0.42728913,0.27099752,0.32751074,0.35026559,0.40891337,0.66939157,0.4343178226666666,0.40670699,0.44080031,0.46110544,0.60139257,0.72858703,0.50293624,0.61823845,0.6534996,0.32064509,,0.26460835,0.40745953,0.33804405,0.2717241,0.22099158,0.27802801,
1.508,0.44547607833333336,0.37019372,0.44051254,0.46019912,0.59804243,0.54091042,0.4762935,0.64498883,0.68737024,0.25480649,0.27112389,0.69180441,0.58283418,0.39783981,0.38986412,0.39014953,0.26108921,0.4116542,0.36256799,0.42813465,0.27159211,0.32830307,0.35089648,0.41022834,0.6700266,0.43518061533333335,0.40830091,0.44150156,0.46188998,0.60198098,0.72906554,0.50368714,0.61875957,0.65389699,0.32266045,,0.26519066,0.40831509,0.33892223,0.27266279,0.22176926,0.27910608,
1.5089999,0.4462912920833333,0.37173319,0.44191885,0.46146551,0.59839565,0.5420022,0.47720233,0.64537305,0.6882692,0.2563799,0.27262655,0.69180048,0.58307475,0.39845976,0.39016077,0.39068568,0.2617985,0.41240883,0.36313164,0.42902979,0.27221593,0.32910031,0.35151416,0.41156876,0.67067522,0.4360427666666667,0.40991479,0.44220033,0.46267125,0.60256678,0.7295413,0.50443286,0.61927712,0.65429139,0.32466623,,0.26577094,0.40916988,0.33980027,0.27360246,0.22254728,0.28018862,
1.51,0.4471381937500001,0.3733007,0.44330868,0.46274653,0.5987972,0.5430913,0.47815028,0.64576572,0.6892423,0.25805759,0.27416167,0.69181764,0.5833177,0.39913151,0.39050078,0.3913064,0.2624622,0.41320142,0.36377108,0.42997459,0.27288088,0.3299014,0.35213354,0.41293964,0.6713559,0.4369048139999999,0.41155747,0.44289669,0.46344924,0.60315007,0.73001456,0.50517333,0.61979145,0.65468299,0.32665911,,0.2663492,0.41002414,0.34067833,0.27454379,0.22332594,0.2812759,
1.511,0.44802111250000004,0.37488779,0.44467729,0.4640294,0.59925437,0.54417831,0.4791446,0.64616251,0.69029576,0.25986376,0.27572092,0.69183838,0.58356482,0.39987075,0.39089212,0.39203209,0.26308143,0.41404739,0.36449617,0.4309631,0.27359793,0.33070636,0.35276911,0.41434646,0.67208588,0.437767024,0.41323379,0.44359046,0.46422374,0.60373068,0.73048544,0.50590837,0.62030274,0.65507174,0.32863891,,0.26692554,0.41087773,0.34155634,0.27548701,0.22410516,0.28236771,
1.512,0.4489102358333334,0.37648582,0.44602096,0.4653008,0.59976852,0.54526412,0.48018661,0.64656055,0.69128758,0.26157245,0.27729416,0.69183505,0.58379942,0.40055773,0.39133638,0.39266288,0.26366189,0.41495773,0.36530578,0.4319863,0.27437669,0.33151671,0.35343382,0.41579431,0.6728794,0.4386297166666667,0.41494519,0.4442814,0.46499455,0.60430843,0.73095429,0.50663805,0.62081128,0.65545774,0.33060855,,0.26750046,0.41173062,0.34243429,0.27643225,0.22488478,0.28346387,
1.513,0.4498069291666666,0.37808758,0.44733953,0.46654871,0.60033596,0.5463506,0.48127133,0.64696032,0.69222552,0.26318064,0.27887297,0.69182402,0.58403724,0.40119383,0.39183083,0.39319861,0.26421335,0.41593865,0.36619008,0.4330349,0.27522561,0.33233485,0.35413849,0.41728663,0.67374605,0.439493426,0.41669071,0.44496956,0.46576175,0.60488343,0.73142147,0.50736284,0.62131751,0.65584099,0.33257326,,0.26807487,0.41258299,0.34331247,0.27738002,0.22566491,0.28456461,
1.5140001,0.45073067499999997,0.3796871,0.44863707,0.46776268,0.60094815,0.5474388,0.48238742,0.64736581,0.69319391,0.26487127,0.28045219,0.69181943,0.58429092,0.40184912,0.39237007,0.39377362,0.26474831,0.41699058,0.36713287,0.43410078,0.27615109,0.33316219,0.3548907,0.41882253,0.67468959,0.44035827999999994,0.41846642,0.44565472,0.46652526,0.60545558,0.73188722,0.50808287,0.62182164,0.65622139,0.33453751,,0.26864991,0.4134348,0.3441909,0.27833053,0.22644559,0.28566986,
1.515,0.4516796512499999,0.38128075,0.44992283,0.46893552,0.60159361,0.54852974,0.48351917,0.64778453,0.69418502,0.26666304,0.28203174,0.69182158,0.58455265,0.40252069,0.39294878,0.39438397,0.2652812,0.41810817,0.36811569,0.43517855,0.27715752,0.33399847,0.35569471,0.42039618,0.67570752,0.441224176,0.42026716,0.44633669,0.46728501,0.6060248,0.73235148,0.50879812,0.62232387,0.65659899,0.33650351,,0.26922694,0.41428587,0.34506962,0.27928412,0.22722697,0.28677949,
1.516,0.4526391566666666,0.38286787,0.45121089,0.47006485,0.60225964,0.54962415,0.48464948,0.6482265,0.69513083,0.26840425,0.28361693,0.69183236,0.58479798,0.40318337,0.39356372,0.39498335,0.26582766,0.41928077,0.36912102,0.4362658,0.27824712,0.3348411,0.35655126,0.42199713,0.67679173,0.4420910866666666,0.422088,0.44701555,0.46804121,0.60659117,0.73281443,0.50950861,0.62282467,0.65697366,0.33847079,,0.26980761,0.4151364,0.34594893,0.28024155,0.22800986,0.28789386,
1.517,0.4536033091666667,0.38444898,0.45251703,0.47115344,0.60293323,0.55072159,0.48576215,0.64870161,0.69599795,0.27004808,0.28521547,0.6918636,0.58503622,0.40382263,0.39421415,0.39555579,0.26640296,0.42049178,0.37013403,0.43736082,0.27941862,0.3356849,0.3574563,0.4236097,0.67792839,0.4429582726666666,0.42392346,0.44769111,0.46879375,0.60715449,0.73327547,0.51021373,0.62332404,0.65734529,0.34043378,,0.27039325,0.41598609,0.3468287,0.28120315,0.22879499,0.28901279,
1.518,0.4545897750000001,0.38602659,0.45385692,0.47221068,0.60360378,0.55182153,0.48684594,0.64921731,0.69690841,0.27177277,0.28683621,0.69190937,0.58532113,0.4045012,0.39490244,0.39616159,0.26702139,0.42172089,0.37114489,0.43846193,0.28066769,0.33652374,0.3584016,0.42521632,0.67910028,0.443825284,0.4257699,0.44836348,0.46954286,0.60771483,0.73373437,0.51091325,0.62382239,0.65771395,0.34238455,,0.27098525,0.41683507,0.34770918,0.28216979,0.22958378,0.29013661,
1.5190001,0.45560474624999997,0.3876031,0.45524186,0.47325137,0.60426378,0.55292261,0.4878962,0.64977616,0.69791621,0.27366143,0.28848502,0.69196957,0.58566308,0.40524924,0.39563248,0.39683267,0.26769432,0.42294484,0.37214828,0.43956453,0.28198561,0.33735165,0.35937381,0.42679885,0.68028724,0.44469117666666674,0.42762366,0.4490326,0.47028849,0.60827208,0.73419029,0.51160645,0.62432003,0.65807939,0.34431231,,0.27158451,0.41768312,0.3485902,0.2831417,0.23037754,0.29126528,
1.52,0.4566127558333333,0.3891806,0.45667666,0.47429442,0.6049096,0.55402315,0.48891601,0.65037459,0.69886869,0.27546877,0.29016334,0.69200772,0.58596027,0.40593761,0.3964079,0.39745301,0.26842842,0.42414066,0.37314329,0.4406608,0.28335908,0.33816496,0.36035585,0.42834237,0.68146837,0.4455550520000002,0.42948174,0.4496983,0.4710305,0.60882616,0.73464262,0.51229292,0.62481713,0.65844136,0.34620652,,0.27219146,0.41853005,0.34947157,0.28411907,0.23117766,0.29239872,
1.521,0.45760393416666667,0.39076114,0.45815969,0.47536001,0.60554153,0.55512172,0.48991519,0.65100378,0.69972134,0.2771385,0.29186875,0.69201791,0.58619696,0.40654358,0.39723083,0.3979986,0.26922491,0.42528936,0.37413263,0.44174075,0.28477192,0.33896375,0.36132932,0.42983797,0.68262428,0.44641643599999997,0.43134204,0.45036075,0.47176901,0.60937709,0.73509079,0.51297265,0.6253143,0.65879989,0.34805939,,0.27280647,0.41937584,0.35035339,0.28510201,0.23198566,0.29353726,
1.522,0.45860100916666674,0.39234546,0.45968288,0.47646543,0.60616201,0.55621678,0.49090669,0.65165114,0.70059985,0.27887234,0.29359496,0.69204265,0.58644086,0.4071717,0.39809999,0.39855084,0.27007845,0.42637709,0.37512061,0.44279307,0.28620496,0.33975124,0.36227575,0.43128243,0.68373704,0.4472746599999999,0.43320125,0.4510197,0.47250384,0.60992473,0.73553413,0.51364571,0.62581193,0.65915465,0.34986612,,0.27342921,0.4202202,0.35123527,0.28609017,0.23280242,0.29468057,
1.523,0.45960027499999995,0.39393476,0.46123526,0.47762346,0.6067751,0.55730736,0.49190447,0.65230322,0.70151758,0.2807166,0.29533574,0.69205487,0.58666378,0.40780506,0.39901099,0.39909786,0.27097812,0.42739761,0.37611249,0.4438085,0.28763852,0.34053412,0.36317968,0.43267953,0.68479192,0.44812979866666675,0.43505672,0.4516753,0.47323504,0.61046928,0.73597258,0.51431292,0.62631088,0.65950549,0.35162762,,0.27405959,0.42106318,0.35211718,0.28708351,0.23362872,0.29582897,
1.524,0.46058951708333334,0.39552963,0.46280387,0.47883981,0.60738444,0.55839282,0.49291992,0.65294719,0.70241219,0.28250313,0.2970854,0.6920619,0.58688384,0.40841535,0.39995587,0.39964309,0.27190754,0.42835158,0.3771129,0.44478074,0.28905275,0.34132031,0.36402962,0.43403763,0.68577689,0.44898190999999993,0.43690488,0.45232743,0.47396252,0.61101073,0.73640597,0.51497525,0.6268118,0.65985215,0.35334882,,0.27469712,0.42190456,0.35299885,0.28808177,0.2344646,0.2969822,
1.525,0.4615643670833334,0.39713064,0.46437615,0.48011312,0.60799277,0.55947268,0.49396038,0.65357232,0.70327103,0.28416193,0.298841,0.69209892,0.58712357,0.40899485,0.40092397,0.40016907,0.27284661,0.42924586,0.37812504,0.44570807,0.29042879,0.34211817,0.36481878,0.43536851,0.68668258,0.44983138466666667,0.43874231,0.45297602,0.47468612,0.61154902,0.73683447,0.515634,0.62731558,0.6601944,0.3550387,,0.27534142,0.42274413,0.35387996,0.28908494,0.23530959,0.29814011,
