Wavelength,AREF_Mean,AREF_1,AREF_2,AREF_3,AREF_4,AREF_5,AREF_6,AREF_7,AREF_8,AREF_9,AREF_10,AREF_11,AREF_12,AREF_13,AREF_14,AREF_15,AREF_16,AREF_17,AREF_18,AREF_19,AREF_20,RREF_Mean,RREF_1,RREF_2,RREF_3,RREF_4,RREF_5,RREF_6,RREF_7,RREF_8,RREF_9,RREF_10,RREF_11,RREF_12,RREF_13
0.34999999,0.3471168315384615,0.22679354,0.39821801,0.23374923,,0.40017772,,0.38457939,,0.28679118,,0.48587105,0.34636402,0.43874523,0.46330041,,,0.33421063,,0.25504601,0.25867239,,,,,,,,,,,,,,
0.35100001,0.36415326850000007,0.22770728,0.40057272,0.23707967,0.50939304,0.4024421,0.51152128,0.39039111,0.32038292,0.29016581,0.3034569,0.49022898,0.35086715,0.44339406,0.4691433,0.37758085,0.34479466,0.33820984,0.35522166,0.2581259,0.26238614,,,,,,,,,,,,,,
0.352,0.3670378165,0.2285884,0.40275034,0.24041207,0.51111978,0.40476337,0.51281679,0.39609951,0.32338527,0.29348853,0.30623877,0.49437758,0.35530463,0.44790715,0.47485027,0.37839147,0.34865087,0.3418847,0.35253695,0.26110578,0.2660841,,,,,,,,,,,,,,
0.35299999,0.36845545949999997,0.22945669,0.40474522,0.24374031,0.51277322,0.40714887,0.51464206,0.40166444,0.32635534,0.29675233,0.30883759,0.49832514,0.35968223,0.45226282,0.48038343,0.37197861,0.33780399,0.3452532,0.34361461,0.26394764,0.26974145,,,,,,,,,,,,,,
0.354,0.3695471,0.23032372,0.40655604,0.24704625,0.51438278,0.40959528,0.51703656,0.40703264,0.32905585,0.29993281,0.31139511,0.502087,0.36399311,0.45643786,0.4857004,0.3599655,0.32585618,0.34836349,0.33623683,0.26661673,0.27332786,,,,,,,,,,,,,,
0.35499999,0.373160014,0.23119079,0.40818647,0.25030324,0.51620722,0.41208774,0.51875407,0.41214269,0.33129457,0.30298957,0.31427109,0.50567913,0.36821371,0.46041402,0.49075887,0.36373499,0.33497337,0.35126999,0.34482241,0.26909149,0.27681485,,,,,,,,,,,,,,
0.35600001,0.37742174100000003,0.23205231,0.40964082,0.25348318,0.51792043,0.41460499,0.52048153,0.41692999,0.33341226,0.3058753,0.31662568,0.50910717,0.37230858,0.46418077,0.49551803,0.37535176,0.34968606,0.35400853,0.35570017,0.27136815,0.28017911,,,,,,,,,,,,,,
0.35699999,0.37899788,0.23290125,0.4109199,0.25656107,0.51965195,0.41712546,0.52236146,0.42133108,0.33545208,0.30854526,0.31854644,0.51235873,0.37623841,0.46773326,0.49993777,0.37546849,0.343505,0.35658583,0.34787479,0.27345815,0.28340122,,,,,,,,,,,,,,
0.35800001,0.38004201300000007,0.23373343,0.41202137,0.25951821,0.52155918,0.41963419,0.52436513,0.42529419,0.33736762,0.31096804,0.32032752,0.51540649,0.3799701,0.47107217,0.50398457,0.3691718,0.33603144,0.35898575,0.33957863,0.27538344,0.28646699,,,,,,,,,,,,,,
0.359,0.3816616085000001,0.23454827,0.41294336,0.26234242,0.52351999,0.42212617,0.52633613,0.42879125,0.33910844,0.31313172,0.32208061,0.51821947,0.38348266,0.47420362,0.50763971,0.36450732,0.33361584,0.3611832,0.33891234,0.27716908,0.28937057,,,,,,,,,,,,,,
0.36000001,0.3834503855,0.23534718,0.41368812,0.26502702,0.52550149,0.42460749,0.52847022,0.43182465,0.34069908,0.31504467,0.32377565,0.52077645,0.38676888,0.47713941,0.5109055,0.36358592,0.33081347,0.36315894,0.3409183,0.27883711,0.29211816,,,,,,,,,,,,,,
0.361,0.38551028049999986,0.23613106,0.41426435,0.26756915,0.52752519,0.42709199,0.53068405,0.43442732,0.34220117,0.31673247,0.32539681,0.52307492,0.38983342,0.47989711,0.51380742,0.36507112,0.33403406,0.36490965,0.34242117,0.2804043,0.29472888,,,,,,,,,,,,,,
0.36199999,0.38741899399999996,0.23689878,0.41468662,0.2699689,0.52963895,0.42959863,0.53279752,0.43665728,0.34369156,0.318234,0.32694528,0.52513415,0.39269045,0.48250014,0.51639217,0.36768416,0.33774155,0.36645138,0.34155133,0.28188306,0.29723397,,,,,,,,,,,,,,
0.36300001,0.3890469290000001,0.23764645,0.41497475,0.27222988,0.53182131,0.43214875,0.53517902,0.43859562,0.34519303,0.31960085,0.32847524,0.52699667,0.39536342,0.48497921,0.51872814,0.36931279,0.33842042,0.36782315,0.34048817,0.2832858,0.29967591,,,,,,,,,,,,,,
0.36399999,0.39020415399999997,0.23836817,0.41515368,0.27436364,0.53412962,0.43476206,0.53773195,0.44034731,0.34664983,0.32089916,0.32991478,0.52873063,0.39788917,0.48737547,0.52090752,0.36484009,0.3370322,0.36909175,0.33915767,0.28463209,0.30210629,,,,,,,,,,,,,,
0.36500001,0.3920522145,0.239059,0.41524819,0.27639231,0.53655553,0.43745241,0.54030931,0.44202858,0.34807914,0.32220376,0.33129519,0.53041834,0.40031707,0.48973763,0.52303517,0.36510742,0.3388581,0.37034601,0.34406945,0.28595528,0.3045764,,,,,,,,,,,,,,
0.366,0.39417981399999996,0.23971805,0.41527611,0.27834558,0.53899652,0.44022524,0.54276317,0.44374591,0.34960458,0.32358536,0.33279559,0.53213531,0.40270028,0.49211261,0.52520633,0.36949566,0.34197056,0.37167934,0.34881362,0.28730196,0.3071245,,,,,,,,,,,,,,
0.36700001,0.39566075300000003,0.24034986,0.41524494,0.28025442,0.54172146,0.44308046,0.54532236,0.44558209,0.3512654,0.32509947,0.33448273,0.53393352,0.40508541,0.4945367,0.52748984,0.371131,0.34186471,0.3731721,0.34510329,0.28872457,0.30977073,,,,,,,,,,,,,,
0.368,0.39721682500000005,0.24096331,0.4151541,0.28214508,0.54452258,0.44601426,0.54797578,0.44759211,0.35309803,0.32678005,0.33620214,0.53583646,0.40750536,0.4970302,0.52992165,0.37058175,0.34139839,0.37487975,0.34394678,0.29027051,0.31251821,,,,,,,,,,,,,,
0.36899999,0.3990281244999999,0.24156919,0.41500023,0.2840367,0.54718596,0.4490203,0.5506776,0.44980377,0.35508794,0.3286376,0.33786193,0.53784263,0.40997759,0.49959671,0.53250754,0.37024039,0.34144178,0.37682518,0.34591931,0.29197168,0.31535846,,,,,,,,,,,,,,
0.37,0.4009738540000001,0.24217705,0.41478288,0.28594056,0.54988986,0.45208791,0.55351824,0.45221841,0.35710719,0.33066061,0.3397691,0.5399335,0.41250581,0.50222528,0.53522968,0.3714408,0.34178141,0.37899363,0.34710261,0.29383579,0.31827676,,,,,,,,,,,,,,
0.37099999,0.4029408955000001,0.24279237,0.41450796,0.28786185,0.55263048,0.45520037,0.55620426,0.45481431,0.35917339,0.33282134,0.34178838,0.5420835,0.4150846,0.50489604,0.53805715,0.37206003,0.3426694,0.3813338,0.34773895,0.29584333,0.3212564,,,,,,,,,,,,,,
0.37200001,0.40512453649999997,0.24341582,0.41418681,0.28980187,0.55542111,0.45833611,0.55877203,0.45755491,0.36133829,0.33508587,0.34390303,0.54426938,0.41770506,0.50758827,0.54095709,0.37384605,0.3453522,0.38377023,0.34895068,0.29795387,0.32428205,,,,,,,,,,,,,,
0.373,0.4074141235,0.24404413,0.41383156,0.29175845,0.55826336,0.46147147,0.56144321,0.46039864,0.36365917,0.33742249,0.34614176,0.54647368,0.42035678,0.51028538,0.54390013,0.3761569,0.34813905,0.3862223,0.35085732,0.30011719,0.3273395,,,,,,,,,,,,,,
0.37400001,0.4093146825000001,0.24467215,0.41344944,0.29372615,0.56100315,0.46458551,0.56417918,0.46330824,0.36602533,0.33980688,0.34832466,0.54868525,0.42302832,0.51297742,0.54686069,0.37584797,0.34686863,0.38862467,0.35161859,0.30228558,0.33041584,,,,,,,,,,,,,,
0.375,0.411530622,0.24529421,0.41303802,0.29569477,0.56369376,0.4676618,0.56697106,0.46625391,0.36841083,0.34222087,0.35058942,0.55089492,0.42570469,0.51565838,0.54981089,0.37696356,0.34878907,0.39094266,0.35409966,0.30442217,0.33349779,,,,,,,,,,,,,,
0.37599999,0.41394238850000004,0.24590431,0.41258278,0.29765037,0.56629825,0.47069016,0.56977218,0.46921426,0.37081033,0.3446494,0.35297391,0.55309254,0.42836794,0.5183233,0.55271775,0.38009927,0.35293946,0.39318451,0.35649452,0.30651021,0.33657232,,,,,,,,,,,,,,
0.377,0.41611093099999996,0.24649478,0.41206121,0.2995801,0.56862092,0.47366479,0.57248217,0.4721753,0.37323147,0.34707576,0.35533199,0.55526531,0.43100169,0.52096403,0.55554855,0.3834762,0.35508338,0.39539224,0.35658449,0.30855629,0.33962795,,,,,,,,,,,,,,
0.37799999,0.41816521149999997,0.2470548,0.41145292,0.30147842,0.57085383,0.47658044,0.57519287,0.47512889,0.37566417,0.34948048,0.35760662,0.55740023,0.43359724,0.52356941,0.55828631,0.38502759,0.35671628,0.39760613,0.3573699,0.31058136,0.34265634,,,,,,,,,,,,,,
0.37900001,0.4201100495,0.24757119,0.41074699,0.30335006,0.57310009,0.47943181,0.57786584,0.47807205,0.3781594,0.35184544,0.35991359,0.55948919,0.43615571,0.52612942,0.56093931,0.38528153,0.35706875,0.39983541,0.35898665,0.31260592,0.34565264,,,,,,,,,,,,,,
0.38,0.422037109,0.24803238,0.40994433,0.30520728,0.57542622,0.48221633,0.58050001,0.48100483,0.3807314,0.35415915,0.3623355,0.56153214,0.43868485,0.52864039,0.56353748,0.38597012,0.35700825,0.40205815,0.36049923,0.31463963,0.34861451,,,,,,,,,,,,,,
0.38100001,0.42416617049999994,0.24843213,0.40905327,0.30706576,0.57786322,0.48493782,0.58334881,0.48392943,0.38323364,0.35641995,0.36469668,0.56353837,0.44119486,0.53110778,0.56611872,0.38785681,0.35998023,0.40424493,0.36207652,0.3166815,0.35154298,,,,,,,,,,,,,,
0.382,0.42622450250000005,0.248769,0.40808257,0.30894074,0.58032161,0.48760504,0.58607638,0.48684859,0.38568124,0.3586342,0.36700973,0.56552339,0.44369438,0.53354353,0.56871575,0.38986862,0.3624948,0.40638006,0.36313447,0.31872475,0.3544412,,,,,,,,,,,,,,
0.38299999,0.4281911465,0.24904352,0.40703636,0.31084758,0.58277416,0.49023136,0.58863908,0.48976713,0.38807821,0.36081436,0.36931825,0.5675084,0.44618997,0.53596503,0.57135361,0.391359,0.36370954,0.40847218,0.36463723,0.32076272,0.35731524,,,,,,,,,,,,,,
0.384,0.4302489219999999,0.2492581,0.4059135,0.31280103,0.58525628,0.49283677,0.59117889,0.49269429,0.39043057,0.36298048,0.37169147,0.56952089,0.44868565,0.53839493,0.57404548,0.39258382,0.36543846,0.41056427,0.367733,0.32279462,0.36017594,,,,,,,,,,,,,,
0.38499999,0.4324423520000001,0.2494148,0.40470946,0.31481192,0.58801311,0.495446,0.59375936,0.49564546,0.39282227,0.36515746,0.3742803,0.57158846,0.45118254,0.54085487,0.57678896,0.39474183,0.36849254,0.41272187,0.37054655,0.32483119,0.36303809,,,,,,,,,,,,,,
0.38600001,0.43458756449999997,0.24951121,0.40341803,0.31688753,0.59073281,0.49808386,0.59636217,0.49864146,0.39523551,0.36736977,0.37681592,0.5737325,0.4536809,0.54336005,0.57957411,0.39734986,0.37128067,0.41499811,0.37190691,0.3268933,0.36591661,,,,,,,,,,,,,,
0.38699999,0.4366145035,0.24954024,0.40203527,0.3190327,0.59327865,0.5007726,0.59897894,0.5017035,0.39765891,0.36963794,0.3791967,0.57596582,0.45618179,0.54591638,0.58238995,0.39953944,0.37274116,0.41740695,0.37248659,0.32900432,0.36882222,,,,,,,,,,,,,,
0.38800001,0.43862776950000015,0.24949431,0.40056247,0.32124943,0.59585428,0.5035302,0.6016376,0.50484741,0.40011457,0.37197566,0.38163254,0.57829207,0.45868903,0.5485217,0.58522856,0.40010712,0.37399429,0.41991517,0.37396768,0.33118203,0.37175927,,,,,,,,,,,,,,
0.389,0.4407808265,0.24937046,0.39900684,0.32353446,0.59846467,0.50636685,0.60434431,0.50807685,0.40253562,0.37438518,0.38408232,0.58070558,0.46120858,0.55116642,0.58808398,0.40124035,0.37561768,0.42245585,0.37681493,0.33343184,0.37472376,,,,,,,,,,,,,,
0.38999999,0.443026579,0.24917249,0.39737797,0.32587773,0.60107654,0.50928301,0.60701627,0.51138246,0.40489721,0.37685576,0.3865141,0.58319396,0.46374753,0.55383646,0.59095109,0.40361708,0.37767777,0.42495805,0.37964633,0.3357456,0.37770417,,,,,,,,,,,,,,
0.391,0.44520895599999993,0.24891056,0.39568418,0.32826021,0.60367459,0.5122695,0.60964656,0.51474488,0.40722159,0.37936524,0.38889489,0.58573991,0.4663116,0.55651498,0.59382373,0.40572637,0.38007611,0.42737427,0.38115293,0.33810419,0.38068283,,,,,,,,,,,,,,
0.39199999,0.44739995000000005,0.24859869,0.39393115,0.33065328,0.60636389,0.5153091,0.61256772,0.518139,0.40965176,0.38188392,0.39119035,0.58832091,0.46890211,0.55918205,0.59669387,0.4076668,0.38278273,0.42969358,0.3823489,0.34048173,0.38363746,,,,,,,,,,,,,,
0.39300001,0.4495831585,0.24825247,0.39212278,0.33302039,0.60892522,0.51837969,0.61541295,0.52153784,0.41196233,0.38437989,0.3933945,0.59090978,0.47151312,0.5618152,0.59955257,0.40958557,0.38522696,0.4319382,0.38433835,0.34285033,0.38654503,,,,,,,,,,,,,,
0.39399999,0.4517347275,0.24788724,0.39026496,0.33531973,0.61143255,0.52145565,0.6181314,0.52491206,0.41412655,0.38682067,0.3955394,0.59347361,0.47412694,0.56438798,0.60238969,0.41156012,0.38711566,0.43414703,0.38703552,0.34518278,0.38938501,,,,,,,,,,,,,,
0.39500001,0.453809024,0.24751657,0.38836879,0.33750981,0.6141091,0.52451009,0.62087768,0.52823043,0.41624483,0.38917261,0.3976512,0.59597695,0.47671336,0.5668726,0.60519361,0.41316542,0.38892692,0.43635711,0.38918379,0.34745508,0.39214453,,,,,,,,,,,,,,
0.396,0.45572945949999993,0.24715039,0.38645327,0.3395564,0.61672401,0.52751714,0.62362999,0.53146082,0.41830248,0.391399,0.39945149,0.59838587,0.47923282,0.56924421,0.60794908,0.41464475,0.39031571,0.43859008,0.39011484,0.34964707,0.39481977,,,,,,,,,,,,,,
0.39700001,0.45755108499999997,0.24679349,0.384545,0.34144127,0.61926758,0.53045684,0.62631422,0.5345757,0.42029789,0.3934626,0.40116909,0.60067546,0.48164746,0.5714888,0.61063594,0.41620511,0.39136446,0.44085047,0.39067098,0.35174376,0.39741558,,,,,,,,,,,,,,
0.398,0.4593756695,0.24644615,0.38267636,0.34316796,0.62176263,0.53331858,0.62894148,0.53755689,0.42222896,0.39533329,0.40291026,0.60283428,0.48393345,0.57360792,0.61322951,0.41731238,0.39323688,0.44313276,0.39220718,0.35373631,0.39994016,,,,,,,,,,,,,,
0.39899999,0.46121689549999995,0.24610722,0.38088152,0.34476155,0.62423605,0.53610212,0.63167143,0.54040027,0.4240987,0.39699876,0.40450436,0.60486674,0.48609012,0.57562023,0.61570621,0.41881284,0.3953976,0.44543201,0.39462534,0.35562485,0.40239999,,,,,,,,,,,,,,
0.40000001,0.4629880715,0.24577893,0.37919247,0.34625986,0.62670392,0.53881323,0.63404846,0.54311544,0.42576587,0.39847106,0.40609843,0.6067906,0.48813847,0.57755625,0.61805141,0.42084351,0.39741716,0.44774702,0.3967526,0.3574208,0.40479594,,,,,,,,,,,,,,
0.40099999,0.46465266399999994,0.24546964,0.37763527,0.34770021,0.62909389,0.54145753,0.63626677,0.54572308,0.42727026,0.39978474,0.40768513,0.60863155,0.49011156,0.57944906,0.62026644,0.42286766,0.39943582,0.45007348,0.39786112,0.3591468,0.40712327,,,,,,,,,,,,,,
0.40200001,0.466340132,0.24519205,0.37622529,0.3491098,0.63130844,0.54403687,0.63861418,0.54825068,0.42870325,0.4009884,0.40920904,0.61041993,0.4920435,0.58132643,0.62237018,0.42511478,0.40185446,0.45239237,0.3994343,0.36083299,0.4093757,,,,,,,,,,,,,,
0.403,0.4679644745000001,0.24495748,0.37496358,0.35050431,0.63322657,0.54654908,0.64101464,0.55072647,0.43013933,0.40213284,0.41060987,0.61218733,0.49396169,0.58320576,0.62439233,0.42685795,0.40377635,0.45466438,0.40136069,0.36250862,0.41155022,,,,,,,,,,,,,,
0.40400001,0.46947552049999997,0.24477029,0.3738367,0.35189483,0.63522571,0.54899174,0.64335334,0.55317426,0.43149486,0.40326267,0.41193944,0.61396551,0.49588576,0.58509618,0.62636322,0.42787805,0.40477338,0.45684054,0.40291697,0.36419514,0.41365182,,,,,,,,,,,,,,
0.405,0.471013923,0.24462725,0.37282166,0.3532967,0.6373775,0.55136389,0.64549553,0.55560791,0.43276638,0.40441287,0.41324353,0.61578476,0.49782896,0.5870024,0.62830508,0.42937735,0.40619558,0.45888159,0.40429232,0.36590284,0.41569436,,,,,,,,,,,,,,
0.40599999,0.47260368750000004,0.24452059,0.37189162,0.35473332,0.63951397,0.55366737,0.64735687,0.55802989,0.43402302,0.4056071,0.41455278,0.61767149,0.49979874,0.58892828,0.63023061,0.43154967,0.40813199,0.46078068,0.40575153,0.36763313,0.4177011,,,,,,,,,,,,,,
0.40700001,0.4741977839999999,0.24444316,0.37102333,0.3562277,0.64138591,0.5559054,0.64942634,0.56043333,0.43543616,0.40685371,0.41576946,0.61964107,0.50179428,0.5908739,0.63214529,0.43360242,0.41000882,0.46257064,0.40733504,0.36938187,0.41969785,,,,,,,,,,,,,,
0.40799999,0.4757157605,0.24439237,0.37020451,0.35779354,0.64300954,0.55807495,0.65144551,0.56280601,0.43679368,0.40814734,0.41698399,0.62169915,0.50380737,0.59283209,0.63404959,0.43457633,0.4116827,0.46429646,0.40887472,0.37114289,0.42170247,,,,,,,,,,,,,,
0.40900001,0.4772086055,0.24437159,0.36943597,0.35943878,0.64454794,0.56015003,0.65323925,0.56512433,0.43800941,0.40947121,0.41826859,0.62385219,0.50581986,0.59478045,0.63593507,0.43578669,0.41299957,0.46599275,0.41032055,0.37290657,0.42372131,,,,,,,,,,,,,,
0.41,0.4787295059999999,0.24437717,0.36871243,0.36113644,0.64634144,0.56208563,0.65494013,0.56735313,0.43929353,0.41078103,0.41963455,0.6260727,0.50779319,0.59666806,0.63777161,0.4375672,0.414359,0.46766043,0.41165742,0.37465087,0.42573416,,,,,,,,,,,,,,
0.41100001,0.4801919205,0.24438946,0.36800596,0.36283708,0.64800465,0.56388581,0.65656459,0.5694806,0.44055402,0.41204342,0.42089009,0.62829286,0.50970429,0.59846914,0.63953358,0.43915156,0.41587752,0.46927527,0.4128013,0.37636167,0.42771554,,,,,,,,,,,,,,
0.412,0.48170985749999995,0.24439496,0.36729813,0.36451763,0.6495108,0.56556135,0.65815568,0.57149512,0.44180939,0.41324773,0.42206922,0.63046646,0.51154417,0.60017687,0.64120555,0.44147703,0.41822532,0.47082061,0.41453242,0.37803456,0.42965415,,,,,,,,,,,,,,
0.41299999,0.4830752374999999,0.24437897,0.36657098,0.3661581,0.65094,0.56711316,0.65974605,0.57336557,0.44308853,0.41438094,0.42324319,0.63253713,0.51329684,0.60177672,0.64276177,0.4431175,0.41967022,0.47227466,0.41588473,0.37966308,0.43153661,,,,,,,,,,,,,,
0.414,0.48420454700000004,0.24431878,0.36580145,0.36773911,0.65229475,0.56856906,0.66134065,0.57504219,0.44434774,0.41543731,0.42429191,0.63440704,0.51494586,0.60326087,0.64417434,0.44366148,0.41979167,0.473616,0.41645566,0.38124433,0.43335074,,,,,,,,,,,,,,
0.41499999,0.48538545050000004,0.24420507,0.36499181,0.36927065,0.65380102,0.57001203,0.66286767,0.57652164,0.44558251,0.41644526,0.42539126,0.63601351,0.51650667,0.60466176,0.6454671,0.44483131,0.42086071,0.47485915,0.41752121,0.38279054,0.43510813,,,,,,,,,,,,,,
0.41600001,0.4865907485000001,0.24404745,0.36417142,0.37077895,0.65536964,0.57151663,0.66440153,0.57784617,0.4467769,0.41744256,0.42654255,0.63736385,0.51800954,0.60602146,0.64668947,0.44657013,0.42230174,0.47602463,0.41880122,0.38431025,0.43682888,,,,,,,,,,,,,,
0.417,0.487721219,0.24386285,0.36337554,0.37228438,0.65670246,0.57311952,0.66610789,0.57906735,0.44791186,0.41845652,0.42761448,0.63850379,0.5194788,0.60736918,0.64787596,0.44809797,0.42334658,0.47711191,0.4198111,0.3857986,0.43852764,,,,,,,,,,,,,,
0.41800001,0.4887889664999999,0.24366984,0.36263734,0.37379622,0.6582939,0.57482743,0.66774327,0.58022779,0.44909483,0.41950324,0.42879888,0.63949347,0.52092737,0.6087203,0.64903367,0.44896561,0.42411116,0.47809801,0.42038396,0.38723978,0.44021326,,,,,,,,,,,,,,
0.419,0.48988094800000004,0.24348815,0.36198452,0.37530997,0.65996385,0.57662106,0.66942507,0.58135086,0.45025393,0.42058542,0.42993975,0.64039981,0.5223521,0.61007512,0.65013593,0.45006415,0.42490983,0.47894767,0.42130861,0.38861313,0.44189003,,,,,,,,,,,,,,
0.41999999,0.4909865825,0.24333829,0.3614389,0.37680915,0.6615724,0.57847017,0.67124712,0.58242863,0.45135573,0.42169097,0.43097669,0.64127314,0.52372873,0.6114164,0.65112585,0.45161071,0.42587844,0.47963148,0.42227715,0.38990307,0.44355863,,,,,,,,,,,,,,
0.421,0.49206293150000013,0.24324432,0.36102164,0.37827379,0.66326702,0.58035302,0.67314053,0.583426,0.45249102,0.42279732,0.43215442,0.64212978,0.52501857,0.6127128,0.65193975,0.45320529,0.4268446,0.48014623,0.42276698,0.39110821,0.44521734,,,,,,,,,,,,,,
0.42199999,0.49309385249999993,0.24323826,0.36076146,0.37969014,0.66507941,0.58226818,0.67502987,0.58430183,0.45360816,0.42388052,0.43326992,0.64295566,0.526187,0.61392719,0.65253872,0.45445234,0.42767215,0.48051867,0.42339247,0.39224142,0.44686368,,,,,,,,,,,,,,
0.42300001,0.4940430909999999,0.24336101,0.3606973,0.38105589,0.6669358,0.58423144,0.67698193,0.58503294,0.45471415,0.42492411,0.43433878,0.64372623,0.52722293,0.61502749,0.65292901,0.45528543,0.42795676,0.48079464,0.4238255,0.39332423,0.44849625,,,,,,,,,,,,,,
0.42399999,0.49496087050000004,0.24365804,0.36087567,0.38237727,0.66876882,0.58626455,0.67907649,0.58562672,0.45583344,0.42592394,0.4354369,0.64442718,0.52814716,0.61599416,0.6531623,0.4560923,0.4280265,0.48102036,0.42401117,0.39437953,0.45011491,,,,,,,,,,,,,,
0.42500001,0.49593931100000016,0.24417029,0.36134329,0.38366243,0.6707831,0.58838195,0.68114859,0.5861187,0.45695969,0.42688775,0.43651819,0.64506561,0.52900487,0.61682594,0.65331626,0.45712692,0.42874667,0.48122612,0.42435232,0.39542699,0.45172054,,,,,,,,,,,,,,
0.426,0.4969488605,0.2449272,0.36213976,0.38491371,0.67272592,0.59057921,0.68316364,0.5865559,0.45807686,0.42782986,0.43759644,0.64566696,0.5298447,0.61753905,0.65346456,0.45844018,0.42944744,0.48141894,0.42485166,0.39648235,0.45331287,,,,,,,,,,,,,,
0.42699999,0.49793657300000005,0.24594732,0.36329371,0.38612577,0.67455852,0.5928266,0.68514508,0.58697605,0.45917523,0.42876405,0.43867004,0.64626229,0.53069687,0.61816341,0.65365171,0.45953637,0.42973748,0.48158765,0.42516515,0.3975597,0.45488846,,,,,,,,,,,,,,
0.428,0.49889086949999994,0.24724738,0.36482331,0.3872894,0.67646843,0.59506875,0.68715799,0.58739352,0.46025321,0.42969838,0.43972099,0.64687467,0.53156394,0.61873549,0.65388572,0.46004775,0.42978495,0.48171711,0.42497399,0.39867321,0.4564392,,,,,,,,,,,,,,
0.42899999,0.4999162825,0.24885187,0.36673966,0.38839793,0.67827749,0.59723306,0.68904394,0.58779711,0.46131578,0.43063316,0.44074079,0.64751196,0.53242701,0.61929208,0.65414762,0.46089721,0.43008658,0.48180196,0.42534348,0.39983389,0.45795307,,,,,,,,,,,,,,
0.43000001,0.5009789619999999,0.2507951,0.36905047,0.38944992,0.67996621,0.59924817,0.69079983,0.58815914,0.4623411,0.43156213,0.4417488,0.64816868,0.53326148,0.61986494,0.6544072,0.46208581,0.43055862,0.48185277,0.42579898,0.40104228,0.45941761,,,,,,,,,,,,,,
0.43099999,0.5020119845,0.25311121,0.37176138,0.39044541,0.68155593,0.60106653,0.69246995,0.58844858,0.46332178,0.43247423,0.44274971,0.64883316,0.53405154,0.62047684,0.65463495,0.46316186,0.43089154,0.48189163,0.42578983,0.40227965,0.46082398,,,,,,,,,,,,,,
0.43200001,0.5030701854999999,0.25581968,0.3748762,0.39137977,0.68308848,0.60268241,0.69413841,0.58864319,0.46430722,0.43335542,0.44370547,0.64949501,0.5347954,0.62113935,0.65480703,0.4641993,0.43129468,0.4819409,0.42605987,0.40350589,0.46217003,,,,,,,,,,,,,,
0.433,0.504070747,0.25891569,0.37839505,0.392241,0.68445134,0.60413337,0.69566327,0.58873457,0.46522868,0.43418971,0.44456103,0.65014887,0.5354988,0.62185103,0.65490574,0.46480918,0.43131208,0.48201239,0.42623582,0.40466836,0.46345896,,,,,,,,,,,,,,
0.43399999,0.5050341745000002,0.26237437,0.38231423,0.39301467,0.68571961,0.60548317,0.69705313,0.5887264,0.46607271,0.43496045,0.44536039,0.65079284,0.53616315,0.6225965,0.65492135,0.46525571,0.43116373,0.48210281,0.42619359,0.40571982,0.46469486,,,,,,,,,,,,,,
0.435,0.5060368009999999,0.26616392,0.38662565,0.39369249,0.68702394,0.60679352,0.69838411,0.58862656,0.46685258,0.43565241,0.44616896,0.65142357,0.53677529,0.62334758,0.6548546,0.46602821,0.43141446,0.48219523,0.42620137,0.40663505,0.46587652,,,,,,,,,,,,,,
0.43599999,0.507029033,0.27025861,0.39131594,0.3942782,0.68816924,0.60809892,0.69965607,0.58843863,0.46757463,0.43625462,0.44683075,0.65203285,0.53730702,0.62406659,0.6547181,0.46692193,0.43178204,0.48226374,0.42620301,0.40741563,0.46699414,,,,,,,,,,,,,,
0.43700001,0.5079572640000001,0.27464405,0.39636719,0.39478534,0.68926597,0.60939825,0.70085901,0.58815646,0.46819583,0.43676311,0.44739473,0.65260881,0.53772515,0.6247139,0.65453321,0.46750161,0.4317607,0.48227897,0.4260813,0.40808019,0.4680315,,,,,,,,,,,,,,
0.43799999,0.5088069975,0.27931058,0.4017567,0.39522797,0.69036418,0.61066514,0.70201701,0.58776647,0.46869436,0.43718183,0.4478761,0.65314156,0.53800708,0.62525886,0.65432531,0.46766484,0.43125233,0.482216,0.42579272,0.40864876,0.46897215,,,,,,,,,,,,,,
0.43900001,0.5096824959999999,0.28424457,0.40746018,0.39561206,0.69139928,0.61187124,0.7031948,0.58725846,0.46907702,0.43752146,0.44821694,0.65363157,0.53815365,0.62569338,0.65412092,0.46830252,0.431153,0.48206696,0.42572823,0.40913576,0.46980792,,,,,,,,,,,,,,
0.44,0.5105677225,0.28942084,0.41345304,0.39593357,0.69244641,0.6130082,0.70432627,0.5866434,0.46938628,0.43779731,0.44851997,0.65409696,0.5381937,0.6260426,0.65395111,0.46922895,0.43124047,0.48185772,0.42570466,0.40955758,0.47054541,,,,,,,,,,,,,,
0.44100001,0.511434044,0.29480514,0.41971263,0.39618605,0.69353449,0.61409992,0.70549685,0.58597153,0.46966091,0.43802989,0.44879174,0.65457791,0.53817976,0.62636888,0.65385908,0.46994251,0.43111065,0.48166159,0.42553192,0.40994892,0.47121051,,,,,,,,,,,,,,
0.442,0.5123236784999998,0.30035973,0.42621431,0.39637375,0.69467509,0.61519641,0.70677257,0.58534372,0.4699544,0.43824977,0.44905782,0.65513521,0.5381794,0.62676233,0.65390682,0.47029063,0.43094274,0.48159948,0.42523846,0.41037205,0.47184888,,,,,,,,,,,,,,
