Wavelength,Acmite,Actinolite,Adularia,Albite,Allanite,Almandine,Alunite,Ammonio-Illite-Smect,Ammonio-Jarosite,Ammonio-Smectite,Amphibole,Analcime,Ancylite,Andalusite,Andesine,Andradite,Anhydrite,Annite,Anorthite,Anthophyllite,Antigorite,Aragonite,Arsenopyrite,Augite,Axinite,Azurite,Barite,Bassanite,Bastnaesite,Beidellite,Beryl,Biotite,Bloedite,Bronzite,Brookite,Brucite,Buddingtonite,Butlerite,Bytownite,Calcite,Carbon,Carnallite,Cassiterite,Celestite,Chalcedony,Chalcopyrite,Chert,Chlorapatite,Chlorite,Chromite,Chrysocolla,Chrysotile,Cinnabar,Clinochlore,Clinoptilolite,Clintonite,Colemanite,Cookeite,Copiapite,Coquimbite,Corrensite,Corundum,Cronstedtite,Cummingtonite,Cuprite,Datolite,Diaspore,Dickite,Diopside,Dipyre,Dolomite,Dumortierite,Elbaite,Endellite,Enstatite,Epidote,Epsomite,Eugsterite,Fassaite,Ferrihydrite,Fluorapatite,Forsterite,Galena,Gaylussite,Gibbsite,Glauconite,Glaucophane,Goethite,Grossular,Gypsum,Halite,Halloysite,Hectorite,Hedenbergite,Hematite,Heulandite,Hornblende,Howlite,Hydrogrossular,Hydroxyl-Apatite,Hypersthene,Illite,Ilmenite,Jadeite,Jarosite,Kainite,Kaolinite,Karpatite,Kieserite,Knebelite,Labradorite,Laumontite,Lazurite,Lepidocrocite,Lepidolite,Limonite,Lizardite,Maghemite,Magnetite,Malachite,Margarite,Marialite,Mascagnite,Meionite,Microcline,Mirabilite,Mizzonite,Monazite,Monticellite,Montmorillonite,Mordenite,Muscovite,Nacrite,Nanohematite,Natrolite,Nepheline,Nephrite,Niter,Nontronite,Oligoclase,Olivine,Opal,Orthoclase,Palygorskite,Paragonite,Parisite,Pectolite,Perthite,Phlogopite,Pigeonite,Pinnoite,Pitch,Polyhalite,Portlandite,Prehnite,Prochlorite,Psilomelane,Pyrite,Pyrolusite,Pyromorphite,Pyrophyllite,Pyroxene,Pyroxmangite,Pyrrhotite,Quartz,Rectorite,Rhodochrosite,Rhodonite,Richterite,Riebeckite,Rivadavite,Roscoelite,Rutile,Sanidine,Saponite,Sauconite,Schwertmannite,Scolecite,Sepiolite,Serpentine,Siderite,Siderophyllite,Smaragdite,Sodium,Spessartine,Sphalerite,Sphene,Spodumene,Staurolite,Stilbite,Strontianite,Sulfur,Syngenite,Talc,Thenardite,Thuringite,Tincalconite,Topaz,Tourmaline,Tremolite,Trona,Ulexite,Uralite,Uvarovite,Vermiculite,Vesuvianite,Witherite,Wollastonite,Xenotime,Zircon,Zoisite,Zunyite
0.93199998,0.037635244,0.56523746,,0.68862832,0.20518129,0.60950792,,,,0.63583773,,,0.47583786,,0.74690902,0.6132921,,0.067756236,,0.70040637,0.15080415,0.90649807,0.10130246,,0.79950631,0.063704669,,,0.51006734,0.64021605,0.65126705,0.12199085,,0.43178084,0.11900251,0.80992734,0.62715429,,0.66674387,0.8747136,0.018373469,0.79484755,0.32556358,0.90863603,0.66528583,0.025187572,0.50927931,0.71886295,0.48585498,0.28190729,0.32050711,0.9059872,,0.084268197,,0.22345711,,,,0.7160213,,0.81128138,,0.23124342,0.23404191,0.85686034,0.8059811,0.83723283,0.63585901,0.53325748,0.91109371,0.78012198,,,,0.28867933,,,0.35047707,0.17795005,0.26715884,0.38996592,0.034583457,,0.76772738,0.18728063,0.48043385,0.12549372,,0.88444644,0.87627059,0.82339042,,0.31414735,,,,,,,,0.34127039,0.0659099,0.52839845,,,,,0.69194788,0.38428813,0.64694256,,0.53555721,,0.75382441,,,,0.036725763,0.21987595,,,,0.73404372,0.72077954,,,0.7075814,0.66361326,,,,0.84484094,0.37585682,0.78321868,0.91664445,0.41018495,,0.40737638,0.89932913,,0.79145855,,0.53535342,0.70128232,0.1774617,0.77039415,0.91821992,0.56466186,0.28374612,,0.17921892,,0.62008613,0.58184594,,0.029863259,0.0416742,0.074044824,0.33501667,0.79774445,0.37640372,0.58991241,0.064272106,,,,,0.26826176,0.082913347,,0.53018844,,,,,0.28564364,,,0.28993541,0.37260887,,0.63858366,,,,0.28016099,0.81707925,0.47924545,,0.92156678,,,,,0.092179842,,,,0.91823387,,,0.64850169,,,0.7027657,0.88168955,0.76273543,0.1914243,0.64687359,0.77011341,0.69746113
0.93300003,0.037552599,0.5652042,,0.68871295,0.20536876,0.60950047,,,,0.63582087,,,0.47654873,,0.74710417,0.61336166,,0.067705363,,0.70023042,0.1509227,0.90644884,0.10131378,,0.79687726,0.064115077,,,0.51025259,0.64011574,0.65220004,0.12159395,,0.43256295,0.11902919,0.80990839,0.62763011,,0.66675252,0.87468803,0.018368326,0.79500633,0.32546166,0.90863335,0.66546059,0.025201483,0.50909466,0.71907961,0.48626286,0.28296041,0.32130298,0.90590727,,0.084391184,,0.22365268,,,,0.71650589,,0.81138855,,0.23067547,0.23472664,0.85695779,0.80623257,0.83620989,0.63565934,0.53330541,0.91107517,0.78067744,,,,0.28829959,,,0.3504889,0.17798804,0.26761243,0.38902131,0.034614801,,0.76795179,0.18725505,0.48081088,0.12555715,,0.88452637,0.87645829,0.82238156,,0.31418818,,,,,,,,0.34157142,0.065914422,0.52845126,,,,,0.69199097,0.38431895,0.64697468,,0.53576958,,0.75392622,,,,0.036704946,0.22066256,,,,0.73360598,0.72081506,,,0.70778239,0.66370243,,,,0.84441352,0.37610242,0.78333002,0.91661757,0.41012216,,0.40741363,0.89887923,,0.79135138,,0.53509581,0.70133793,0.17761597,0.77037346,0.91828805,0.56505674,0.28367925,,0.17964332,,0.61962652,0.58189315,,0.029856315,0.041644808,0.074107803,0.33527705,0.79816341,0.37630019,0.58806276,0.064247623,,,,,0.2682578,0.083281673,,0.53030157,,,,,0.28573704,,,0.28989741,0.37260735,,0.63868827,,,,0.28023103,0.8171109,0.47937253,,0.92158794,,,,,0.091931172,,,,0.9179287,,,0.64850235,,,0.70271826,0.88170969,0.76281244,0.1911166,0.64742208,0.77107036,0.69803536
0.93400002,0.037327994,0.56522888,,0.6886487,0.20559068,0.60950708,,,,0.63582253,,,0.47724947,,0.74737626,0.61338156,,0.067599893,,0.70003831,0.15108618,0.90640318,0.10133508,,0.79427832,0.064463653,,,0.51036245,0.63986766,0.65322477,0.12132497,,0.43331715,0.11905695,0.80995589,0.62804013,,0.6668244,0.87467086,0.018362453,0.79514629,0.32544786,0.90875751,0.66564721,0.025212983,0.50891209,0.71928561,0.48659393,0.28400013,0.32208699,0.90580571,,0.084520847,,0.22394501,,,,0.71700448,,0.81146812,,0.23014982,0.23540692,0.85714543,0.80649322,0.83497298,0.6353839,0.53340918,0.91104275,0.78115296,,,,0.28790709,,,0.35042807,0.17809369,0.26808429,0.38793454,0.034650475,,0.76809573,0.187209,0.48120779,0.12562793,,0.88470751,0.87658018,0.82159311,,0.31414959,,,,,,,,0.34183934,0.065931305,0.52848685,,,,,0.69203871,0.3843565,0.64703619,,0.53604323,,0.75396365,,,,0.036683634,0.22150791,,,,0.7332015,0.7208153,,,0.70794892,0.6637516,,,,0.84394825,0.37636071,0.78341621,0.91669142,0.41007644,,0.40744397,0.89841545,,0.79123527,,0.53471035,0.70154953,0.17773372,0.7702769,0.91841066,0.56539041,0.28360942,,0.18007717,,0.61943877,0.58197629,,0.029851845,0.041660722,0.074148022,0.33549541,0.79859668,0.37614635,0.58610177,0.064202979,,,,,0.2682578,0.083481409,,0.53052902,,,,,0.28581572,,,0.28979948,0.37261254,,0.63878632,,,,0.28019258,0.8171882,0.47949877,,0.92166436,,,,,0.092079692,,,,0.91765928,,,0.64848816,,,0.70286256,0.88180459,0.76287496,0.19088311,0.64811283,0.77202994,0.69861335
0.935,0.036993928,0.56524587,,0.68863213,0.20579636,0.60946763,,,,0.63583469,,,0.47794211,,0.74768066,0.61337036,,0.067454316,,0.69983226,0.15122551,0.90636009,0.10135753,,0.7917276,0.064756684,,,0.51040113,0.6396516,0.65431935,0.12117221,,0.43411124,0.11908168,0.80999547,0.62837833,,0.66691935,0.87465447,0.018329794,0.79529828,0.32543403,0.90889764,0.66581804,0.02521785,0.50871527,0.71943521,0.48685613,0.28500012,0.32290959,0.90567172,,0.084651731,,0.22430322,,,,0.71750873,,0.81156147,,0.22964823,0.23608391,0.85737646,0.80674601,0.83344793,0.63505524,0.53355706,0.91101831,0.7815401,,,,0.28752449,,,0.3503072,0.17824382,0.26857167,0.38681281,0.03467739,,0.76824784,0.18711172,0.48162606,0.12570152,,0.88490891,0.87668383,0.82099044,,0.31411844,,,,,,,,0.34208897,0.065975055,0.52857447,,,,,0.69209343,0.38436013,0.64709467,,0.53634048,,0.75401616,,,,0.036669753,0.22239994,,,,0.73283958,0.7208268,,,0.70800513,0.6637612,,,,0.84343034,0.37663147,0.78344631,0.91679364,0.4100675,,0.40749642,0.89794868,,0.79111868,,0.53422302,0.70188749,0.17782068,0.7701146,0.9185124,0.56567371,0.28349963,,0.18051425,,0.61949825,0.58204353,,0.029867502,0.041652851,0.074173152,0.33571514,0.79898226,0.37603077,0.58405554,0.064184278,,,,,0.26825812,0.083531566,,0.53084266,,,,,0.28587559,,,0.28967729,0.37263137,,0.63889676,,,,0.28006229,0.81725341,0.47959983,,0.9217791,,,,,0.092565626,,,,0.91741794,,,0.64849001,,,0.7031374,0.88191622,0.76293856,0.19067426,0.64890623,0.77306014,0.69918472
0.93599999,0.036592953,0.56521958,,0.6887334,0.20598403,0.60939646,,,,0.63584644,,,0.47864786,,0.74795306,0.61335123,,0.067287035,,0.69965112,0.15134339,0.90637881,0.10136674,,0.78919357,0.06500449,,,0.51038396,0.63949293,0.65545583,0.12111602,,0.43497711,0.11910263,0.8099153,0.62864155,,0.66698474,0.87462848,0.018291878,0.7954585,0.32535377,0.9089486,0.66601282,0.025227629,0.50848639,0.7195068,0.48713619,0.28599563,0.32377011,0.90544683,,0.0847774,,0.22468852,,,,0.71800816,,0.81168729,,0.22914022,0.23675954,0.85757947,0.80698895,0.83166713,0.6347273,0.53373283,0.91101211,0.78183156,,,,0.28714237,,,0.35014263,0.17840901,0.26907587,0.38581142,0.034710567,,0.76844102,0.18700123,0.48204318,0.12577157,,0.88505977,0.87681085,0.82052392,,0.31415278,,,,,,,,0.34230915,0.065970793,0.52870804,,,,,0.69214743,0.38432446,0.64714032,,0.5365985,,0.7541188,,,,0.036655132,0.22326972,,,,0.73252821,0.72086394,,,0.7079339,0.66378742,,,,0.84284282,0.37691391,0.78345889,0.91686136,0.41007531,,0.40755591,0.89749229,,0.79095745,,0.53366655,0.70231146,0.17784724,0.76990116,0.91856712,0.5659228,0.28338578,,0.18094625,,0.61975402,0.58208609,,0.02988949,0.041610487,0.074208416,0.33600017,0.79924864,0.37599754,0.581958,0.064207502,,,,,0.2682611,0.083460353,,0.53120637,,,,,0.28591257,,,0.2895785,0.37265825,,0.63900983,,,,0.27986225,0.8172574,0.47969985,,0.92188615,,,,,0.093306378,,,,0.91718781,,,0.64851201,,,0.70340943,0.8819769,0.76300442,0.19044851,0.64975137,0.77413428,0.69973779
0.93699998,0.036167424,0.56526309,,0.68879229,0.20620976,0.60937685,,,,0.63584691,,,0.47938257,,0.74811631,0.61334741,,0.067116387,,0.69947195,0.15145862,0.90644312,0.10134156,,0.78675437,0.065217525,,,0.51026356,0.63920069,0.65660632,0.12113664,,0.43585244,0.11911719,0.80971676,0.62882686,,0.66701406,0.87458557,0.018270234,0.79557818,0.32526386,0.90891987,0.66622722,0.025239501,0.5082075,0.71962965,0.48747545,0.28704527,0.32465315,0.90512121,,0.084893689,,0.2250623,,,,0.71849227,,0.811818,,0.22865282,0.23743168,0.85774034,0.80723393,0.82968539,0.6343841,0.53392059,0.91100645,0.78202033,,,,0.28675905,,,0.34995043,0.17855997,0.26960704,0.38479602,0.034750145,,0.76857746,0.1869252,0.48240164,0.12583426,,0.88515627,0.87689686,0.82014328,,0.31417209,,,,,,,,0.34252018,0.065968059,0.52881688,,,,,0.69212973,0.38424897,0.647174,,0.53677231,,0.75416136,,,,0.036630668,0.22405028,,,,0.73227489,0.72085303,,,0.70777625,0.66388351,,,,0.84216821,0.37720746,0.78348827,0.91691846,0.41010183,,0.40761802,0.89705944,,0.79075468,,0.5330736,0.7027809,0.17778844,0.76965141,0.91862977,0.56615382,0.28332329,,0.18136506,,0.62014574,0.58213943,,0.029900732,0.041607071,0.07424362,0.33626631,0.79932398,0.37597436,0.57984203,0.064232633,,,,,0.26824385,0.083295904,,0.53158426,,,,,0.2859225,,,0.28953308,0.37263671,,0.63910562,,,,0.27961454,0.81719071,0.47981903,,0.9219802,,,,,0.094219647,,,,0.91697276,,,0.64849341,,,0.70363015,0.88201845,0.76307529,0.19013636,0.65059787,0.77518457,0.70026082
0.93800002,0.035759903,0.56530493,,0.68879437,0.20647167,0.60940152,,,,0.63582534,,,0.4800851,,0.74826628,0.61338192,,0.066960774,,0.69936192,0.15159069,0.90644383,0.10141087,,0.78429163,0.065406151,,,0.51003277,0.63892257,0.65774262,0.12121434,,0.43674281,0.11914971,0.80946636,0.62893122,,0.66704059,0.87453073,0.018265598,0.7956869,0.32515267,0.90886664,0.66639823,0.025252277,0.50786054,0.71974182,0.48791218,0.28803006,0.32546586,0.90475005,,0.085005336,,0.22538576,,,,0.71895021,,0.8119548,,0.228164,0.23809236,0.85786605,0.80744064,0.82755852,0.63411182,0.53410417,0.91095871,0.78209889,,,,0.28638595,,,0.34974691,0.17866726,0.27008885,0.38371336,0.034774784,,0.76873219,0.18687829,0.48274526,0.12589546,,0.88522947,0.87701315,0.81979853,,0.31421378,,,,,,,,0.34277782,0.06599766,0.52887702,,,,,0.69213355,0.38417402,0.64722592,,0.53690499,,0.75430614,,,,0.036604393,0.22485222,,,,0.73208743,0.72089237,,,0.70757157,0.66397423,,,,0.84138918,0.37751129,0.78350514,0.91698945,0.41009024,,0.40769684,0.89666301,,0.79057634,,0.5324769,0.70325541,0.17767599,0.76938003,0.91874003,0.56638259,0.28325346,,0.18176225,,0.62057585,0.58217359,,0.029887507,0.041616835,0.074301161,0.33650142,0.79913664,0.37589252,0.57774168,0.064235643,,,,,0.26824433,0.083066434,,0.53193992,,,,,0.28590125,,,0.28940207,0.37263134,,0.63919747,,,,0.27934134,0.81711948,0.47994697,,0.92205924,,,,,0.095222734,,,,0.91675973,,,0.64845192,,,0.70383239,0.881993,0.76311272,0.1897257,0.65139472,0.77618587,0.70074177
0.93900001,0.035412766,0.56529343,,0.68878931,0.2067147,0.60939008,,,,0.63577068,,,0.48079094,,0.74841976,0.613478,,0.066838533,,0.69927108,0.15169288,0.90644616,0.10144233,,0.78179938,0.065580793,,,0.50970763,0.63863301,0.65883702,0.12132941,,0.43766332,0.11918225,0.8091585,0.62895173,,0.66706902,0.87447131,0.018270453,0.79577154,0.3250412,0.90884018,0.66658574,0.02529001,0.50742757,0.71981299,0.48833892,0.28897405,0.32626039,0.9042927,,0.085119314,,0.22562025,,,,0.7193718,,0.81207699,,0.22764997,0.23873278,0.85800409,0.80760974,0.82534885,0.63389391,0.53426766,0.91086006,0.78206044,,,,0.28599817,,,0.34954825,0.17870155,0.27053875,0.38257578,0.034802184,,0.76892948,0.18681182,0.48308745,0.1259634,,0.88527894,0.87717134,0.81943977,,0.31425965,,,,,,,,0.34304664,0.065992229,0.52893341,,,,,0.69216651,0.3841069,0.64728183,,0.53705573,,0.75450176,,,,0.03656463,0.22569528,,,,0.73197353,0.7209478,,,0.70740998,0.66403335,,,,0.84048837,0.37782487,0.78355563,0.91705155,0.41006556,,0.40774965,0.89631641,,0.79036051,,0.53190911,0.70369464,0.17750144,0.7691018,0.91885531,0.56662536,0.2831721,,0.18212974,,0.62093735,0.58220756,,0.02988987,0.041635834,0.074356548,0.33672965,0.79861474,0.37577444,0.57568979,0.064212188,,,,,0.26826397,0.082800098,,0.53223747,,,,,0.28584474,,,0.28920972,0.37264204,,0.63927794,,,,0.27906469,0.81709778,0.48006243,,0.92213964,,,,,0.096233383,,,,0.91652811,,,0.64841366,,,0.7040543,0.88196927,0.76313514,0.18920666,0.65209162,0.77715671,0.70116931
0.94,0.035168536,0.56523532,,0.68878943,0.20690265,0.60929966,,,,0.63567215,,,0.48155999,,0.74849886,0.61365891,,0.066768058,,0.69910538,0.1517697,0.90643692,0.10141108,,0.77936596,0.065751821,,,0.50927532,0.63824207,0.65986133,0.12146211,,0.43861368,0.11921171,0.80873793,0.62888527,,0.66708893,0.8744151,0.018282138,0.79581279,0.32494175,0.90883768,0.66676348,0.025310976,0.50689071,0.7198388,0.48868543,0.28997537,0.32713515,0.903741,,0.085240655,,0.22572708,,,,0.71974635,,0.81215203,,0.22709572,0.23938477,0.85818577,0.80777091,0.8232311,0.63366073,0.53439492,0.91078746,0.78189754,,,,0.28561291,,,0.34937072,0.17863345,0.2710135,0.38143063,0.034837097,,0.76915234,0.18669409,0.48340061,0.12604377,,0.88525242,0.87735236,0.81901687,,0.31427217,,,,,,,,0.34329683,0.066001214,0.52903765,,,,,0.69217932,0.38402766,0.6473124,,0.53722674,,0.75460559,,,,0.03651071,0.22648843,,,,0.73194069,0.72090006,,,0.70732194,0.66410387,,,,0.83944869,0.37814742,0.78373492,0.91707879,0.41009101,,0.40781733,0.89603269,,0.79013664,,0.53140306,0.70405811,0.17725016,0.76883143,0.9189449,0.56689823,0.28314716,,0.18245921,,0.6211465,0.58230591,,0.029882051,0.041655783,0.074375279,0.33697891,0.79768676,0.37569869,0.57372028,0.064188823,,,,,0.26827031,0.082525119,,0.53244078,,,,,0.28574884,,,0.28907406,0.37261757,,0.6393109,,,,0.27880672,0.81711549,0.48015562,,0.92223173,,,,,0.097168893,,,,0.91626811,,,0.64836812,,,0.7043044,0.88202059,0.76317537,0.18858552,0.65263772,0.77811176,0.70153123
0.94099998,0.035069622,0.56519371,,0.68888527,0.20708345,0.60916948,,,,0.63551885,,,0.48230588,,0.74860197,0.61394775,,0.066767707,,0.69902724,0.15184714,0.90641117,0.10145297,,0.77689952,0.065929651,,,0.50857019,0.63783813,0.66078776,0.12159272,,0.43963543,0.11925307,0.80815542,0.62872887,,0.66703415,0.87436903,0.018248642,0.79573065,0.3248865,0.90881652,0.66692352,0.025316088,0.50623184,0.71983284,0.48893005,0.29098889,0.32799733,0.9031688,,0.085366532,,0.22566751,,,,0.72006339,,0.81228065,,0.22657891,0.24004622,0.85831851,0.80788964,0.82134932,0.63350093,0.5344699,0.91078079,0.78160298,,,,0.28523833,,,0.34923041,0.1784336,0.27149448,0.38030279,0.034873635,,0.76929712,0.18660282,0.48369807,0.12613165,,0.8852759,0.87745237,0.81847984,,0.31426245,,,,,,,,0.34352294,0.066022873,0.52909392,,,,,0.69212073,0.38393226,0.64732665,,0.53740382,,0.75467181,,,,0.036513451,0.22737192,,,,0.73199683,0.72094983,,,0.70734096,0.66415292,,,,0.83825248,0.37847829,0.7837916,0.91702807,0.41006529,,0.40791461,0.89582497,,0.78991485,,0.5309912,0.70430547,0.17698304,0.7685836,0.91892052,0.56721717,0.28303024,,0.18274245,,0.62121177,0.58237785,,0.029869366,0.041601133,0.07440149,0.33720124,0.79628086,0.37551054,0.57186615,0.064170279,,,,,0.26831329,0.082269624,,0.53251374,,,,,0.28560945,,,0.2889058,0.37260109,,0.63941842,,,,0.27858955,0.81716657,0.48026195,,0.92231107,,,,,0.097947001,,,,0.915999,,,0.64837706,,,0.70446783,0.88210976,0.7632339,0.18791838,0.65298247,0.77905989,0.70181584
0.94199997,0.035140626,0.56519431,,0.68895936,0.20725928,0.60907161,,,,0.63530684,,,0.48306513,,0.74873692,0.6143527,,0.06684912,,0.69903344,0.15196165,0.90639114,0.10145544,,0.77438468,0.066120856,,,0.50756985,0.63740402,0.66159481,0.12170469,,0.44072759,0.11927435,0.80743068,0.62848449,,0.66697931,0.87434006,0.018256193,0.79560959,0.32481477,0.90878057,0.66710174,0.02533594,0.50544566,0.7198109,0.48925421,0.29198954,0.32878339,0.90273499,,0.085492164,,0.22542031,,,,0.72031432,,0.8124218,,0.22608189,0.24067283,0.85838073,0.80802572,0.81978381,0.63339216,0.53448302,0.91080403,0.78118265,,,,0.28486058,,,0.34913743,0.17808835,0.27193883,0.37924597,0.034896042,,0.7693997,0.18655689,0.48402032,0.12621954,,0.88526291,0.8774938,0.81779891,,0.31424525,,,,,,,,0.3437534,0.066015907,0.52914506,,,,,0.69205135,0.38384581,0.64731896,,0.5375945,,0.75471973,,,,0.036508229,0.22823845,,,,0.73213845,0.72103059,,,0.70750892,0.6642071,,,,0.83690649,0.37881684,0.78375202,0.91693354,0.40997982,,0.4080005,0.89569706,,0.78966087,,0.53069478,0.70440733,0.17666532,0.76836789,0.91889751,0.56759369,0.28293693,,0.18297742,,0.62116444,0.58242428,,0.029905302,0.041557275,0.074443512,0.33743629,0.79436785,0.37533551,0.57014894,0.06417539,,,,,0.26833844,0.082057826,,0.53243345,,,,,0.28542849,,,0.28876212,0.37260187,,0.63955808,,,,0.27843145,0.81721234,0.48037967,,0.92234194,,,,,0.098505296,,,,0.91571325,,,0.64841682,,,0.7046051,0.88217884,0.76327062,0.18722579,0.65309513,0.78000486,0.70201308
0.94300002,0.035347227,0.56521356,,0.68894196,0.20742013,0.60901105,,,,0.63505429,,,0.4838427,,0.74887347,0.61483204,,0.067001835,,0.69904703,0.15206735,0.90642911,0.10144218,,0.77185267,0.066319495,,,0.50614882,0.63691485,0.66228276,0.1217919,,0.44186181,0.11928786,0.80663049,0.62817031,,0.66698867,0.87433165,0.018284665,0.79551762,0.32469967,0.90876365,0.66725111,0.02534773,0.50456786,0.71978295,0.48971593,0.2929787,0.32952622,0.90233266,,0.085614271,,0.22502159,,,,0.72049755,,0.81252187,,0.22556309,0.24129936,0.85843074,0.80821329,0.81875455,0.63327622,0.53444564,0.91078091,0.78068531,,,,0.28448492,,,0.34908131,0.1776356,0.2723718,0.37817669,0.034917466,,0.76952964,0.18651848,0.48437098,0.12630259,,0.88514739,0.87755275,0.817011,,0.31422576,,,,,,,,0.34404996,0.066057555,0.5292381,,,,,0.69202542,0.38379022,0.64729506,,0.5378114,,0.75475478,,,,0.036490001,0.22900955,,,,0.73232561,0.72104019,,,0.7078194,0.66427851,,,,0.83549476,0.37916264,0.78374887,0.91685778,0.40988761,,0.40811089,0.89562118,,0.78942949,,0.53049576,0.70437127,0.1762881,0.76817632,0.91897386,0.56802446,0.28295058,,0.18318294,,0.62103522,0.58243209,,0.029929528,0.041607413,0.074486189,0.33767965,0.79205722,0.37527001,0.56854862,0.064137012,,,,,0.26831314,0.081900589,,0.53222078,,,,,0.28522781,,,0.28867823,0.37260288,,0.63965756,,,,0.27833775,0.81724513,0.48048612,,0.92233294,,,,,0.098848403,,,,0.91539967,,,0.64844114,,,0.70480865,0.88222021,0.76327026,0.18651801,0.65301073,0.78095049,0.70211744
0.94400001,0.035642929,0.56522852,,0.68893677,0.20762731,0.60893172,,,,0.63478446,,,0.48462564,,0.74904835,0.61533415,,0.067210764,,0.69907176,0.15214972,0.90648341,0.10146523,,0.7693556,0.066516995,,,0.50415862,0.63621372,0.66285658,0.12185037,,0.44300067,0.11932059,0.80584371,0.62780797,,0.66706157,0.87433267,0.018293308,0.79534632,0.32467204,0.90887511,0.66740364,0.025355689,0.50364292,0.71974051,0.49015141,0.29399654,0.33034146,0.90195614,,0.08573544,,0.22451948,,,,0.72061288,,0.81262535,,0.22509193,0.24192742,0.85851932,0.80847681,0.81830668,0.63308632,0.53437388,0.91075224,0.78016871,,,,0.2841121,,,0.34904736,0.17712414,0.27284136,0.37699926,0.034943528,,0.76965111,0.18641317,0.48471108,0.12638642,,0.88505626,0.87760389,0.81616682,,0.31418425,,,,,,,,0.34432814,0.066112988,0.52929378,,,,,0.69203413,0.38383245,0.64735335,,0.53809971,,0.75481218,,,,0.036439355,0.22986491,,,,0.73251086,0.72103035,,,0.70840871,0.6642949,,,,0.83411819,0.37951523,0.78391051,0.91690081,0.40981334,,0.40821803,0.89556336,,0.78919053,,0.53036857,0.70421231,0.17585839,0.76799744,0.91920465,0.56850284,0.2829676,,0.18338193,,0.62085044,0.58252859,,0.029939801,0.041608792,0.074488632,0.33790401,0.78948843,0.37515157,0.56703776,0.064103343,,,,,0.26825747,0.081806146,,0.53190553,,,,,0.28503349,,,0.28851858,0.37259585,,0.63973612,,,,0.27831131,0.8173449,0.48055243,,0.92229986,,,,,0.098994464,,,,0.91504925,,,0.64840782,,,0.70516396,0.88227212,0.76319832,0.1858037,0.65277797,0.78195405,0.70212477
0.94499999,0.035981357,0.56528819,,0.6890139,0.2078397,0.60883814,,,,0.63452029,,,0.48541355,,0.74927634,0.61580712,,0.067460932,,0.69913,0.15222459,0.90651149,0.10146627,,0.76683885,0.066704854,,,0.5015983,0.63543123,0.66332102,0.12187617,,0.44420791,0.11934604,0.80500501,0.62741911,,0.66716117,0.87432867,0.018285854,0.79511803,0.32465163,0.90901077,0.66757321,0.025363123,0.50271517,0.71961534,0.49052697,0.29494661,0.33118704,0.90172362,,0.085859753,,0.22396182,,,,0.72066021,,0.81276166,,0.22459538,0.24255458,0.85874057,0.80871111,0.81848121,0.63288802,0.53428352,0.91074479,0.77969021,,,,0.28374341,,,0.34902105,0.17660247,0.27331388,0.37595412,0.034975972,,0.76979142,0.18630841,0.48500839,0.12647949,,0.88499701,0.87776327,0.81531698,,0.31414437,,,,,,,,0.34454012,0.066145808,0.5293135,,,,,0.69204509,0.38392422,0.64738107,,0.53840661,,0.75487757,,,,0.036439046,0.2307182,,,,0.7326467,0.72107232,,,0.70914263,0.66428292,,,,0.83287722,0.37987426,0.78399539,0.91706192,0.40979359,,0.40831259,0.89548963,,0.7889297,,0.53028738,0.70394564,0.17536794,0.7678197,0.91947871,0.56902242,0.2828685,,0.18359742,,0.62063581,0.58259755,,0.029927319,0.041615952,0.074529193,0.33810022,0.78679955,0.37501577,0.56558806,0.064135015,,,,,0.26824495,0.081782669,,0.53151751,,,,,0.28487143,,,0.2883386,0.37255275,,0.63980448,,,,0.27835491,0.81742585,0.48058459,,0.92229253,,,,,0.098961741,,,,0.91465223,,,0.64836234,,,0.7055769,0.88232929,0.76316297,0.18512219,0.65244555,0.78295577,0.7020309
