Wavelength,AREF_Mean,AREF_1,AREF_2,AREF_3,AREF_4,AREF_5,AREF_6,AREF_7,AREF_8,AREF_9,AREF_10,AREF_11,AREF_12,RREF_Mean,RREF_1,RREF_2,RREF_3,RREF_4,RREF_5,RREF_6,RREF_7,RREF_8
0.34999999,0.05378590090909092,0.047480248,0.019714585,0.074964412,0.067755938,0.078433454,0.074564546,0.070262663,0.056008916,0.038971182,,0.041271307,0.022217659,,,,,,,,,
0.35100001,0.05403232025000001,0.047565293,0.01919933,0.074866228,0.068019062,0.078679837,0.074616358,0.070045076,0.056023523,0.038756989,0.0567143,0.041488595,0.022413252,,,,,,,,,
0.352,0.05407336000000001,0.047668099,0.018704059,0.074762411,0.068321057,0.079091758,0.074690245,0.069898702,0.055936385,0.038554605,0.05691753,0.04171345,0.022622019,,,,,,,,,
0.35299999,0.053977526,0.047787942,0.018265283,0.074669719,0.068618461,0.079627521,0.07478568,0.069840916,0.055771973,0.038383242,0.055226497,0.041935258,0.02281782,,,,,,,,,
0.354,0.053983281083333334,0.047924418,0.017911635,0.074603915,0.068884768,0.080217332,0.074903756,0.069873184,0.055566058,0.038255483,0.054535657,0.042144239,0.022978928,,,,,,,,,
0.35499999,0.05420509325,0.048077185,0.017656848,0.074580826,0.069119394,0.080782339,0.075045459,0.069978967,0.055358484,0.038175307,0.05625749,0.042334799,0.023094021,,,,,,,,,
0.35600001,0.05446892066666667,0.048245687,0.017498922,0.07461454,0.069338337,0.081258379,0.075210817,0.070131488,0.055183273,0.038138527,0.058337338,0.042506732,0.023163008,,,,,,,,,
0.35699999,0.05459705149999999,0.0484288,0.017424371,0.074713558,0.069555715,0.081610404,0.075399287,0.070304692,0.055062026,0.038134526,0.058673572,0.04266357,0.023194097,,,,,,,,,
0.35800001,0.054661221499999996,0.048625037,0.017413994,0.074877463,0.0697712,0.081836253,0.075610749,0.070481464,0.055001855,0.038148817,0.058157366,0.042809747,0.023200713,,,,,,,,,
0.359,0.05475091199999999,0.048832968,0.017448364,0.07509663,0.069970198,0.081960775,0.075846061,0.070656367,0.054998171,0.038166441,0.057887666,0.042948067,0.023199236,,,,,,,,,
0.36000001,0.054861943249999996,0.049051847,0.017511725,0.075355634,0.070134118,0.082022995,0.076106787,0.070833161,0.055041309,0.038175434,0.057824284,0.043079022,0.023207003,,,,,,,,,
0.361,0.055107465916666674,0.049281616,0.017592879,0.075637214,0.070251726,0.082064129,0.076393798,0.071019903,0.055123013,0.038168821,0.059314229,0.043201931,0.023240332,,,,,,,,,
0.36199999,0.05528552474999999,0.049522713,0.017684251,0.075925454,0.070325695,0.082119711,0.076705836,0.071224898,0.055240892,0.038145065,0.059902277,0.043316979,0.023312526,,,,,,,,,
0.36300001,0.055353389,0.049775451,0.017779998,0.076207243,0.070375346,0.082215972,0.077037625,0.071454063,0.055400558,0.038107853,0.059027869,0.043427467,0.023431223,,,,,,,,,
0.36399999,0.05554517975000001,0.050038975,0.017873989,0.076473944,0.07043469,0.082366198,0.077377789,0.071708508,0.055614289,0.038065478,0.059453387,0.043541808,0.023593102,,,,,,,,,
0.36500001,0.05574728791666667,0.050310567,0.017958835,0.0767233,0.070540018,0.082569599,0.077709675,0.071983986,0.055894278,0.038027991,0.059796669,0.043672565,0.023779972,,,,,,,,,
0.366,0.0559449195,0.050586019,0.018027036,0.076959662,0.070711918,0.082815252,0.078016356,0.072272889,0.056241602,0.038003087,0.059912652,0.043830801,0.02396176,,,,,,,,,
0.36700001,0.05624194675,0.050861288,0.018073622,0.077192649,0.070945963,0.083088741,0.078287132,0.072567582,0.05663928,0.037993722,0.061127055,0.044019569,0.024106758,,,,,,,,,
0.368,0.05639986441666666,0.051133968,0.018098494,0.077434823,0.071215592,0.083376095,0.078521609,0.072862431,0.057052333,0.037998587,0.060680218,0.044230573,0.02419365,,,,,,,,,
0.36899999,0.05650376458333333,0.051404245,0.018107027,0.077698678,0.071483701,0.083665319,0.078730188,0.073154651,0.05743565,0.038014509,0.059683345,0.044446345,0.024221517,,,,,,,,,
0.37,0.056682695083333345,0.05167478,0.018108375,0.0779927,0.071717747,0.083946861,0.0789304,0.073444225,0.057747662,0.038039558,0.059728287,0.044647627,0.024214119,,,,,,,,,
0.37099999,0.0569344185,0.051949605,0.018111849,0.078318037,0.071902491,0.084214754,0.079140104,0.073733293,0.057965171,0.038075112,0.060765337,0.044823091,0.024214178,,,,,,,,,
0.37200001,0.05716788083333333,0.052232549,0.018123448,0.078667887,0.072043702,0.084468685,0.07937111,0.074025519,0.058091599,0.038125437,0.061621629,0.044975225,0.02426778,,,,,,,,,
0.373,0.05735183558333334,0.052525606,0.018144798,0.079029962,0.072161824,0.084715329,0.079626717,0.074325725,0.058154352,0.038194932,0.061818093,0.04511828,0.024406409,,,,,,,,,
0.37400001,0.05755833508333333,0.052827783,0.018174715,0.079390109,0.07228183,0.084967837,0.079903752,0.074640095,0.058195759,0.038285002,0.062127277,0.045270767,0.024635095,,,,,,,,,
0.375,0.057749113583333345,0.053133819,0.01821205,0.07973469,0.072424546,0.085242935,0.080196232,0.074975878,0.058263384,0.038391747,0.062039759,0.04544675,0.024927573,,,,,,,,,
0.37599999,0.057966699083333344,0.053433619,0.018258521,0.08005254,0.072600603,0.085554652,0.08049912,0.075338498,0.058397342,0.038505722,0.062080193,0.045648411,0.025231168,,,,,,,,,
0.377,0.05824830758333333,0.053714845,0.018319633,0.080336824,0.072808839,0.085906923,0.080810234,0.075724721,0.058613881,0.038616177,0.062772527,0.04586504,0.025490047,,,,,,,,,
0.37799999,0.058481742083333337,0.053968947,0.01840207,0.0805877,0.073040336,0.086292818,0.081128828,0.076117679,0.058896631,0.03871756,0.062872432,0.046081129,0.025674775,,,,,,,,,
0.37900001,0.058694886083333335,0.054195389,0.018510072,0.080814816,0.07328409,0.086701408,0.081453234,0.076491073,0.05920583,0.03881216,0.062793702,0.046285287,0.025791572,,,,,,,,,
0.38,0.05893649383333333,0.054401401,0.018642811,0.08103738,0.073530212,0.087123498,0.081779927,0.076820642,0.059497472,0.038907509,0.063154131,0.046473004,0.025869939,,,,,,,,,
0.38100001,0.05922473383333333,0.054597825,0.0187943,0.081278883,0.073772177,0.087553404,0.082104534,0.077094786,0.059741721,0.039011393,0.064161949,0.046644602,0.025941232,,,,,,,,,
0.382,0.05948581083333334,0.054794796,0.018955039,0.081560031,0.074007429,0.087987341,0.08242283,0.077315971,0.059928272,0.039128512,0.064903416,0.046801757,0.026024336,,,,,,,,,
0.38299999,0.05967082016666666,0.055000257,0.019112714,0.081894703,0.074237227,0.088421278,0.082730964,0.077497974,0.06006315,0.03925968,0.064765148,0.046945237,0.02612151,,,,,,,,,
0.384,0.059747902833333345,0.055218529,0.019252582,0.082280889,0.074467115,0.088848673,0.083025888,0.077665053,0.060167495,0.039400693,0.063358098,0.04707415,0.026215669,,,,,,,,,
0.38499999,0.059989166749999996,0.055448797,0.019362217,0.082692601,0.074705131,0.089260459,0.083306618,0.077843264,0.060267929,0.039543945,0.063974179,0.047186423,0.026278438,,,,,,,,,
0.38600001,0.060266247833333335,0.055686668,0.019436389,0.083088793,0.074957944,0.08964774,0.083574675,0.078049883,0.060383432,0.03968345,0.065116018,0.047280461,0.026289521,,,,,,,,,
0.38699999,0.060408887833333334,0.055926245,0.019478651,0.083429702,0.075228564,0.090004563,0.083834134,0.078291491,0.060523257,0.039817978,0.064764887,0.047357224,0.026249958,,,,,,,,,
0.38800001,0.060565981750000004,0.056161404,0.019500539,0.083692946,0.075516343,0.090330638,0.08409179,0.078566365,0.060691763,0.0399509,0.064682089,0.047422387,0.026184617,,,,,,,,,
0.389,0.060752028250000006,0.056386646,0.019517221,0.08388266,0.07581865,0.090632431,0.08435601,0.078867003,0.060892656,0.040086936,0.064964741,0.047487125,0.02613226,,,,,,,,,
0.38999999,0.06096024558333333,0.056597959,0.019540844,0.084025547,0.07613273,0.090921439,0.084634393,0.079181261,0.061128072,0.040228035,0.065438233,0.047566578,0.026127856,,,,,,,,,
0.391,0.061264037333333334,0.05679334,0.019575194,0.084156334,0.076455288,0.091209196,0.084930778,0.079492852,0.061393317,0.040371206,0.066927768,0.047675774,0.026187401,,,,,,,,,
0.39199999,0.06144738125000001,0.056972995,0.019614672,0.084301777,0.076779768,0.0915002,0.085242786,0.079784006,0.061673392,0.040509652,0.066862933,0.047823943,0.026302451,,,,,,,,,
0.39300001,0.061560167666666665,0.057139233,0.019648544,0.08447168,0.077093944,0.091786072,0.08556103,0.08004155,0.061946701,0.040636193,0.065941595,0.048009627,0.026445843,,,,,,,,,
0.39399999,0.06173406774999999,0.057296146,0.019668328,0.084660463,0.077380911,0.092045844,0.085870281,0.080263428,0.062194325,0.040746626,0.065879077,0.04821942,0.026583964,,,,,,,,,
0.39500001,0.061935675166666655,0.057449345,0.019674141,0.084856138,0.077624902,0.092255093,0.086153015,0.080461189,0.062407512,0.04084136,0.066384904,0.048431944,0.026688559,,,,,,,,,
0.396,0.06211177766666668,0.057605129,0.019676065,0.085050039,0.07781861,0.092400931,0.086394496,0.080654964,0.062586494,0.040924892,0.066861287,0.048625294,0.026743131,,,,,,,,,
0.39700001,0.06223632908333332,0.057768837,0.019689521,0.085241795,0.07796713,0.092494205,0.08658842,0.080862716,0.062732123,0.041004002,0.066959232,0.04878429,0.026743678,,,,,,,,,
0.398,0.06231313441666667,0.057942431,0.019727381,0.085437998,0.078084812,0.092569843,0.086740591,0.081088923,0.062839106,0.041085348,0.066640891,0.048903957,0.026696332,,,,,,,,,
0.39899999,0.06240282641666667,0.058122683,0.019793589,0.085646704,0.078187123,0.092672803,0.086868189,0.081319548,0.062898733,0.04117319,0.066548347,0.04898864,0.026614368,,,,,,,,,
0.40000001,0.06253188533333334,0.058301363,0.019882027,0.085870907,0.078283042,0.092836469,0.086993754,0.081526652,0.062909797,0.041267857,0.066947512,0.049048215,0.026515029,,,,,,,,,
0.40099999,0.06270881075,0.058468211,0.019980555,0.086104728,0.078373395,0.093066171,0.087135866,0.081680954,0.062887758,0.041365594,0.067932859,0.049093813,0.026415825,,,,,,,,,
0.40200001,0.06279239125,0.058615677,0.020076906,0.08633507,0.07845518,0.093337111,0.08730121,0.0817663,0.062863268,0.041459952,0.06783253,0.049134437,0.026331054,,,,,,,,,
0.403,0.06282431641666668,0.058743015,0.020162618,0.086549684,0.078527682,0.093607627,0.087482162,0.081788324,0.062869512,0.041543834,0.067171343,0.049175426,0.02627057,,,,,,,,,
0.40400001,0.062893636,0.058857247,0.020233469,0.086748354,0.078595661,0.093839437,0.087661833,0.081772156,0.062927291,0.041610926,0.067015789,0.049219485,0.026241984,,,,,,,,,
0.405,0.06300461741666667,0.058970742,0.020287676,0.08694984,0.078668289,0.094011679,0.087822668,0.081751809,0.063036889,0.041656099,0.067375354,0.049269773,0.026254591,,,,,,,,,
0.40599999,0.06313257441666666,0.059096437,0.020324863,0.087187581,0.078755215,0.094125696,0.087955043,0.081757151,0.063176759,0.041676808,0.067882977,0.049332526,0.026319837,,,,,,,,,
0.40700001,0.06324306633333333,0.059240974,0.020346632,0.087486468,0.078860879,0.094199508,0.088061534,0.081801996,0.0633123,0.041676413,0.068071246,0.049414821,0.026444025,,,,,,,,,
0.40799999,0.06330016408333332,0.059402306,0.020356011,0.087843753,0.078982636,0.094253868,0.088151127,0.081885487,0.063410804,0.041664299,0.067508057,0.04951993,0.026623691,,,,,,,,,
0.40900001,0.06340394549999999,0.059568539,0.020356871,0.088213846,0.079109758,0.094308659,0.088233516,0.082000911,0.063440047,0.041658342,0.067471176,0.049643692,0.026841989,,,,,,,,,
0.41,0.063540295,0.059713218,0.020356607,0.088480718,0.079219848,0.094380997,0.088314973,0.082134813,0.063398525,0.041683167,0.067997359,0.049760524,0.027042791,,,,,,,,,
0.41100001,0.06364523691666667,0.059826225,0.020361485,0.088593826,0.079306632,0.094468884,0.088394307,0.08227852,0.063332431,0.041737299,0.06841249,0.049849167,0.027181577,,,,,,,,,
0.412,0.06368361041666666,0.059910305,0.020374438,0.088558607,0.079375841,0.094565704,0.088469513,0.08243221,0.063270055,0.041811056,0.068283066,0.04990517,0.02724736,,,,,,,,,
0.41299999,0.0636878835,0.059969399,0.02039923,0.088381,0.07943657,0.094663821,0.088538311,0.082599357,0.063236363,0.041894048,0.06797938,0.049925596,0.027231527,,,,,,,,,
0.414,0.06370657775,0.060020581,0.020440374,0.088115409,0.079514727,0.094747722,0.088598631,0.082785442,0.0632599,0.041965835,0.067956567,0.049919467,0.027154278,,,,,,,,,
0.41499999,0.06376838041666666,0.060089815,0.020494541,0.087868989,0.079638481,0.094806194,0.088652745,0.082984105,0.063338213,0.042012848,0.068327352,0.049914166,0.027093116,,,,,,,,,
0.41600001,0.06384180041666668,0.060186069,0.020550415,0.087704256,0.079808138,0.094845295,0.088705555,0.083173022,0.063445568,0.042041831,0.068595126,0.049928375,0.027117955,,,,,,,,,
0.417,0.06391299033333334,0.060300738,0.020595029,0.087631099,0.079999305,0.094882406,0.088762306,0.083322436,0.063557751,0.042066589,0.06861867,0.049964715,0.02725484,,,,,,,,,
0.41800001,0.06400254533333334,0.060416237,0.020617949,0.087635025,0.080174603,0.094939753,0.088828333,0.083401658,0.063658543,0.042097915,0.068754375,0.050016228,0.027489925,,,,,,,,,
0.419,0.06407547666666667,0.06051328,0.020616218,0.087691031,0.080295131,0.095038116,0.088907935,0.083390415,0.063740827,0.042139001,0.068729334,0.050071903,0.027772529,,,,,,,,,
0.41999999,0.06413262925,0.060580622,0.020597959,0.087774977,0.080338351,0.095187068,0.089001775,0.083292596,0.063805819,0.042185411,0.068668686,0.05012371,0.028034577,,,,,,,,,
0.421,0.06418472491666667,0.060620382,0.020579094,0.087867364,0.080309615,0.095377237,0.089104116,0.083140641,0.06385877,0.042231355,0.068738788,0.05017031,0.028219027,,,,,,,,,
0.42199999,0.06421080908333333,0.060644254,0.020573756,0.087952115,0.080236405,0.095580928,0.089202456,0.082982801,0.063904636,0.042276308,0.068665393,0.050214205,0.028296452,,,,,,,,,
0.42300001,0.06422554000000001,0.060665525,0.020585865,0.088016413,0.08015275,0.095760018,0.089279994,0.082863539,0.063947372,0.042325903,0.068588577,0.050255895,0.028264629,,,,,,,,,
0.42399999,0.06424414491666666,0.060692891,0.02060739,0.088053413,0.080084778,0.095878221,0.089320406,0.082807846,0.063992478,0.04238734,0.068673223,0.050290294,0.028141459,,,,,,,,,
0.42500001,0.06428345441666668,0.060728677,0.020624304,0.088064402,0.080043606,0.09591452,0.089313619,0.082815327,0.06404946,0.042463098,0.06911657,0.05030797,0.0279599,,,,,,,,,
0.426,0.06429355408333336,0.060770579,0.020626647,0.088057406,0.080026746,0.095871784,0.089260265,0.082865313,0.064130299,0.042547226,0.069301322,0.050300494,0.027764568,,,,,,,,,
0.42699999,0.06427762249999999,0.060814191,0.020615779,0.088042185,0.080024227,0.095775373,0.089172386,0.082928099,0.064241916,0.042627025,0.069218494,0.050266407,0.027605388,,,,,,,,,
0.428,0.06427556308333333,0.060854144,0.020603716,0.088025056,0.080024578,0.095661379,0.089069664,0.082975917,0.064376108,0.042689137,0.069287769,0.050213844,0.027525445,,,,,,,,,
0.42899999,0.06426205483333333,0.06088458,0.02060546,0.088006593,0.080017984,0.095560752,0.088972785,0.082989797,0.064504519,0.042726099,0.069171302,0.050158113,0.027546674,,,,,,,,,
0.43000001,0.06426064408333333,0.060901005,0.020629723,0.087983511,0.079997592,0.095487885,0.088896707,0.082962871,0.064585432,0.04273922,0.06916669,0.050115451,0.027661642,,,,,,,,,
0.43099999,0.06427783733333332,0.060903762,0.020673776,0.087953262,0.079960532,0.095439538,0.088846937,0.082901075,0.06458158,0.042736221,0.069403931,0.050095852,0.027837582,,,,,,,,,
0.43200001,0.0642637055,0.060900252,0.02072466,0.087918714,0.079908758,0.095403366,0.088820122,0.082821138,0.064479597,0.042725783,0.069332488,0.050098237,0.028031351,,,,,,,,,
0.433,0.06423410666666668,0.060902305,0.020764988,0.087889709,0.079848342,0.095369838,0.088808216,0.082744554,0.064298697,0.042712975,0.069152847,0.050110161,0.028206648,,,,,,,,,
0.43399999,0.06421329416666666,0.060918652,0.020779923,0.087880045,0.079786576,0.095339604,0.088803604,0.082688794,0.064082839,0.042698417,0.069124833,0.050112549,0.028343694,,,,,,,,,
0.435,0.06420226766666666,0.060947374,0.020762466,0.087900259,0.079728022,0.095321797,0.088801712,0.082659513,0.063882314,0.042680714,0.069218673,0.050087981,0.028436387,,,,,,,,,
0.43599999,0.06419848883333333,0.060974862,0.020715818,0.087949254,0.079672068,0.095324405,0.088799357,0.082648762,0.063736759,0.04265929,0.069391608,0.050029349,0.028480334,,,,,,,,,
0.43700001,0.06417908716666666,0.060983278,0.02065252,0.088009082,0.079613417,0.095342755,0.08879032,0.082640477,0.063667618,0.042635113,0.069407955,0.049944852,0.028461659,,,,,,,,,
0.43799999,0.06413146925,0.060961496,0.02059046,0.088046893,0.079544999,0.095354304,0.088762216,0.082619481,0.063678659,0.042609237,0.069196515,0.04985597,0.028357401,,,,,,,,,
0.43900001,0.06407613583333334,0.060911167,0.020546485,0.088025093,0.079461187,0.095324576,0.088698857,0.082577698,0.063757144,0.042580944,0.069090709,0.04978798,0.02815179,,,,,,,,,
0.44,0.06400726958333333,0.060843285,0.020529632,0.087916322,0.079360075,0.095222376,0.088587835,0.082513943,0.063872889,0.042547498,0.069076099,0.049756803,0.027860478,,,,,,,,,
0.44100001,0.06391533841666666,0.060768407,0.020537145,0.087715834,0.079244792,0.095035657,0.088428602,0.082428992,0.063980706,0.042505808,0.069034256,0.049759377,0.027544485,,,,,,,,,
0.442,0.063815082,0.060688939,0.020555982,0.087444007,0.079124294,0.094777465,0.088234387,0.082321428,0.064033709,0.042454846,0.069074489,0.049774252,0.027297186,,,,,,,,,
0.44299999,0.06369896275,0.060599595,0.020569468,0.087136924,0.079012275,0.094478078,0.088025741,0.082187682,0.064004555,0.04239713,0.068998247,0.049773123,0.027204735,,,,,,,,,
0.44400001,0.063583398,0.060494971,0.020565193,0.086831279,0.078922018,0.094169863,0.087820522,0.082025491,0.06389939,0.042338658,0.068894982,0.049736284,0.027302125,,,,,,,,,
0.44499999,0.06348937533333333,0.060377683,0.020539623,0.086552292,0.078857116,0.09387584,0.087627374,0.081836581,0.06375026,0.042287491,0.068954147,0.049662925,0.027551172,,,,,,,,,
0.44600001,0.06340441833333334,0.06026078,0.020497773,0.086309284,0.078803569,0.093608595,0.087445997,0.081626467,0.063586816,0.042251233,0.069037437,0.049571414,0.027853655,,,,,,,,,
0.447,0.06330423958333334,0.0601619,0.020449251,0.086098604,0.078734063,0.093378015,0.087271951,0.081402093,0.063408628,0.042233657,0.068926744,0.049489647,0.028096322,,,,,,,,,
0.44800001,0.06318366508333334,0.060092725,0.020404281,0.085909657,0.07862889,0.09319777,0.087100074,0.081170619,0.063188389,0.042231817,0.068637833,0.049441259,0.028200667,,,,,,,,,
0.449,0.06307244258333333,0.060052339,0.020371925,0.085730456,0.078496635,0.093080893,0.086924382,0.080940627,0.062907033,0.042236257,0.068548977,0.049434878,0.028144909,,,,,,,,,
0.44999999,0.0629648025,0.060028762,0.020358931,0.085551992,0.078370474,0.093025506,0.086738281,0.080722861,0.062584467,0.042235095,0.068548113,0.049459182,0.027953966,,,,,,,,,
0.45100001,0.06285048416666666,0.060005892,0.020367302,0.085371897,0.078277856,0.093003787,0.086538628,0.080527768,0.062273324,0.042219818,0.068460524,0.04948489,0.027674124,,,,,,,,,
0.45199999,0.06273208008333332,0.059969366,0.020392023,0.085194819,0.078210726,0.092967115,0.086330391,0.080361433,0.062021863,0.042188056,0.068324007,0.049474686,0.027350476,,,,,,,,,
0.45300001,0.06260312183333333,0.059907716,0.020421216,0.085027561,0.078122959,0.092866436,0.086126767,0.080223337,0.061838757,0.042140886,0.068147331,0.049397815,0.027016681,,,,,,,,,
0.454,0.06246536899999999,0.059811693,0.020439558,0.084870547,0.077957317,0.09267915,0.085943438,0.080106825,0.061682571,0.042076841,0.068076409,0.049244598,0.026695481,,,,,,,,,
0.45500001,0.062318898500000004,0.059677191,0.02043508,0.084711477,0.077683486,0.092426345,0.085789405,0.080001406,0.06148586,0.041988268,0.068191238,0.049032509,0.026404517,,,,,,,,,
0.456,0.06213171816666666,0.059511811,0.020405741,0.084530428,0.077310711,0.092159607,0.085662499,0.079894938,0.061201721,0.041866176,0.068077967,0.0487957,0.026163319,,,,,,,,,
0.45699999,0.06192423141666665,0.059338082,0.020361522,0.084315568,0.076867774,0.091925718,0.085552566,0.07977429,0.060838286,0.041711569,0.067842357,0.048568394,0.025994651,,,,,,,,,
0.458,0.06173182658333334,0.059187226,0.02032047,0.08407902,0.076384827,0.091737717,0.085446835,0.079627976,0.060463037,0.041543517,0.067700267,0.048375864,0.025915163,,,,,,,,,
0.45899999,0.06156272891666667,0.059085011,0.020298399,0.083858892,0.075899899,0.091571949,0.08533299,0.07945396,0.060175315,0.041394815,0.067529373,0.048232764,0.02591938,,,,,,,,,
0.46000001,0.061446698249999994,0.059039216,0.020297054,0.083699502,0.075474076,0.091390856,0.085200183,0.079269297,0.060059939,0.041295007,0.067519978,0.048141245,0.025974026,,,,,,,,,
0.461,0.061377188916666665,0.059035949,0.02030074,0.083617806,0.075181037,0.091171987,0.085041083,0.079111487,0.060147032,0.041251689,0.067541398,0.048087403,0.026038656,,,,,,,,,
0.46200001,0.06132620475000001,0.059045177,0.020287327,0.083580978,0.075065181,0.090922333,0.084854975,0.07902161,0.060398001,0.041243389,0.067348249,0.04804429,0.026102947,,,,,,,,,
0.463,0.06129590591666665,0.059032992,0.020246161,0.083520263,0.075105295,0.090671293,0.084649138,0.079012662,0.060720105,0.041230809,0.067173168,0.047986016,0.026202969,,,,,,,,,
0.46399999,0.061276316,0.058977015,0.020186337,0.083378039,0.075222783,0.090450101,0.084436253,0.079044841,0.060998749,0.041180711,0.067149974,0.047903273,0.026387716,,,,,,,,,
0.465,0.06124339874999999,0.058876984,0.02012717,0.083149739,0.075330727,0.090273179,0.084230132,0.079035617,0.061136276,0.041087016,0.067209661,0.047806591,0.026657693,,,,,,,,,
0.46599999,0.06116850933333334,0.058752459,0.020081375,0.082881667,0.075380646,0.090132713,0.08404272,0.078908339,0.061087586,0.040974319,0.067128606,0.047716442,0.02693524,,,,,,,,,
0.46700001,0.06105331791666666,0.058628805,0.020049123,0.082628265,0.075372659,0.090007052,0.083882555,0.078646332,0.060876396,0.040880863,0.066914335,0.047651634,0.027101796,,,,,,,,,
0.46799999,0.06092248425,0.058523122,0.020028314,0.082411982,0.075333245,0.089874752,0.083752766,0.078308351,0.060577456,0.040833186,0.066730767,0.04762404,0.02707183,,,,,,,,,
0.46900001,0.06079785166666666,0.058439635,0.020027081,0.082219496,0.075288206,0.089724675,0.083647512,0.077993043,0.060273401,0.040830418,0.066654444,0.047636572,0.026839737,,,,,,,,,
0.47,0.060689938000000006,0.058373693,0.020061228,0.082028426,0.075246662,0.089558505,0.083550379,0.077784397,0.060017273,0.04084865,0.066660948,0.047680762,0.026468333,,,,,,,,,
0.47099999,0.06059445591666667,0.058317881,0.020136327,0.08183407,0.075194418,0.089387543,0.083439022,0.077717759,0.059824139,0.040860385,0.066637032,0.047739241,0.026045654,,,,,,,,,
0.472,0.06050755291666667,0.058267035,0.020232942,0.081655517,0.075096928,0.089226745,0.083296061,0.077776976,0.059686597,0.040853374,0.066545069,0.047797136,0.025656255,,,,,,,,,
0.47299999,0.060431663999999996,0.058221638,0.020312769,0.081521153,0.074920416,0.089087345,0.08312019,0.077905461,0.059592113,0.040834494,0.066432878,0.047851946,0.025379565,,,,,,,,,
0.47400001,0.06036908058333334,0.058187243,0.020343203,0.081446953,0.074666157,0.088970408,0.082929149,0.078020565,0.059528783,0.040816531,0.066324294,0.047907535,0.025288146,,,,,,,,,
0.47499999,0.060319771,0.058167733,0.020319505,0.081424251,0.074387468,0.088865869,0.082752064,0.078039445,0.05948263,0.040799282,0.066220261,0.047956679,0.025422065,,,,,,,,,
0.47600001,0.060290562416666665,0.058156457,0.020266371,0.081425421,0.074162446,0.088759482,0.082616411,0.077918351,0.059435844,0.040761948,0.066256002,0.047973551,0.025754465,,,,,,,,,
0.477,0.06024749858333333,0.058135077,0.020220583,0.081420794,0.074039534,0.088643894,0.082537994,0.077680804,0.059370577,0.040675752,0.066128515,0.04792751,0.026188949,,,,,,,,,
0.47799999,0.0601890515,0.058084913,0.020211278,0.081391275,0.074005142,0.088525578,0.082515828,0.077406995,0.059275515,0.040528927,0.065911613,0.047806162,0.026605392,,,,,,,,,
0.479,0.060140511666666674,0.058002774,0.02025033,0.081330068,0.074001551,0.088422671,0.082528844,0.077190481,0.059150569,0.040344045,0.065914996,0.04762809,0.026921721,,,,,,,,,
0.47999999,0.06009587158333334,0.057906907,0.020331532,0.081239507,0.07397332,0.088353418,0.082535721,0.07709451,0.059010431,0.040172536,0.065974936,0.04743658,0.027121061,,,,,,,,,
0.48100001,0.06005536483333335,0.057827171,0.020432567,0.081128895,0.073900037,0.088319749,0.082488045,0.077128895,0.058889225,0.040069092,0.0659739,0.04727808,0.027228722,,,,,,,,,
0.48199999,0.06002586275,0.05778772,0.020520883,0.081011765,0.073796071,0.088297591,0.082359903,0.077249072,0.058837555,0.040062983,0.065937154,0.047178082,0.027271574,,,,,,,,,
0.48300001,0.059989137500000005,0.057794921,0.020568701,0.08089938,0.073688328,0.088248909,0.082173869,0.077378847,0.058897223,0.040142708,0.065684669,0.047131311,0.027260784,,,,,,,,,
0.484,0.059967671666666666,0.057835657,0.020571899,0.080793902,0.073594183,0.088156089,0.081993625,0.077453591,0.059063308,0.040261637,0.065571584,0.047114603,0.027201982,,,,,,,,,
0.48500001,0.0599612835,0.057882816,0.020555129,0.080686763,0.073514134,0.088049904,0.081878774,0.077455096,0.05927391,0.040363379,0.065661862,0.047108926,0.027104709,,,,,,,,,
0.486,0.05994274550000001,0.057904143,0.02055224,0.080565058,0.073440343,0.087993868,0.081838787,0.077406593,0.059448052,0.040414743,0.065667294,0.047107495,0.02697433,,,,,,,,,
0.48699999,0.05990488533333333,0.057874307,0.0205766,0.080423944,0.073369235,0.088024005,0.081831224,0.077338651,0.059534241,0.04042387,0.065552406,0.04710545,0.026804691,,,,,,,,,
0.48800001,0.05985244033333334,0.057787865,0.020610616,0.080278315,0.073303826,0.088096231,0.081807986,0.07726638,0.05952239,0.040426157,0.065444656,0.04708989,0.026594972,,,,,,,,,
0.48899999,0.05978924341666667,0.057664856,0.020626029,0.080164291,0.0732437,0.088101581,0.081762344,0.077190436,0.059429865,0.040447086,0.06541726,0.047045372,0.026378101,,,,,,,,,
0.49000001,0.05972434575000001,0.057540707,0.020613872,0.080126397,0.073177241,0.087949455,0.081727482,0.07709989,0.059298061,0.040475704,0.06549415,0.046967294,0.026221896,,,,,,,,,
0.491,0.059657581749999994,0.057444822,0.020592632,0.080197006,0.073091239,0.087646864,0.081729718,0.076971076,0.059185505,0.040475115,0.065502517,0.046865426,0.026189061,,,,,,,,,
0.49200001,0.059595203166666666,0.057384588,0.020587472,0.080375649,0.072991237,0.08729779,0.081748977,0.076782115,0.059123289,0.040420126,0.06538856,0.046754085,0.02628855,,,,,,,,,
0.493,0.059537600749999996,0.057348758,0.020604908,0.080611803,0.072906964,0.087023288,0.081729464,0.076542184,0.05906985,0.040323876,0.065184198,0.046642333,0.026463583,,,,,,,,,
0.49399999,0.0594933875,0.057325363,0.02063065,0.080804616,0.072869569,0.086876452,0.081628434,0.076302126,0.05894164,0.040226921,0.06514933,0.046536177,0.026629372,,,,,,,,,
0.495,0.05944877825000001,0.057314649,0.020650351,0.080842234,0.07288187,0.086823709,0.081453003,0.076129183,0.058706246,0.040161546,0.065242499,0.046448059,0.02673199,,,,,,,,,
